YEAR,NAME,MED_OWN_SHARE,MED_RENT_SHARE,STATEFP,COUNTYFP,TRACTFP
2018,"Census Tract 2151.02, Essex County, Massachusetts",23.8,28.1,25,009,215102
2018,"Census Tract 2201.01, Essex County, Massachusetts",22.3,32.3,25,009,220101
2018,"Census Tract 2201.02, Essex County, Massachusetts",30.7,24.5,25,009,220102
2018,"Census Tract 2219.01, Essex County, Massachusetts",27.5,29.9,25,009,221901
2018,"Census Tract 2219.02, Essex County, Massachusetts",27.6,23.5,25,009,221902
2018,"Census Tract 9901, Essex County, Massachusetts",-666666666.0,-666666666.0,25,009,990100
2018,"Census Tract 2604.02, Essex County, Massachusetts",18.8,19.9,25,009,260402
2018,"Census Tract 2605, Essex County, Massachusetts",21.4,30.4,25,009,260500
2018,"Census Tract 2607, Essex County, Massachusetts",20.6,32.1,25,009,260700
2018,"Census Tract 2651.01, Essex County, Massachusetts",22.2,30.2,25,009,265101
2018,"Census Tract 2682, Essex County, Massachusetts",21.2,38.1,25,009,268200
2018,"Census Tract 2041.02, Essex County, Massachusetts",22.0,29.4,25,009,204102
2018,"Census Tract 2641, Essex County, Massachusetts",23.8,24.8,25,009,264100
2018,"Census Tract 2651.02, Essex County, Massachusetts",20.8,43.1,25,009,265102
2018,"Census Tract 2032, Essex County, Massachusetts",22.8,30.0,25,009,203200
2018,"Census Tract 2041.01, Essex County, Massachusetts",25.2,33.0,25,009,204101
2018,"Census Tract 2045, Essex County, Massachusetts",24.5,28.2,25,009,204500
2018,"Census Tract 2047.01, Essex County, Massachusetts",20.9,29.6,25,009,204701
2018,"Census Tract 2053, Essex County, Massachusetts",22.5,27.0,25,009,205300
2018,"Census Tract 2057, Essex County, Massachusetts",27.2,28.9,25,009,205700
2018,"Census Tract 2069, Essex County, Massachusetts",33.3,29.5,25,009,206900
2018,"Census Tract 2107, Essex County, Massachusetts",25.5,30.7,25,009,210700
2018,"Census Tract 2172.02, Essex County, Massachusetts",22.2,45.9,25,009,217202
2018,"Census Tract 2217, Essex County, Massachusetts",24.6,26.2,25,009,221700
2018,"Census Tract 2231, Essex County, Massachusetts",24.1,32.0,25,009,223100
2018,"Census Tract 2515, Essex County, Massachusetts",29.0,33.5,25,009,251500
2018,"Census Tract 3835.02, Middlesex County, Massachusetts",20.8,31.9,25,017,383502
2018,"Census Tract 3222, Middlesex County, Massachusetts",21.7,27.3,25,017,322200
2018,"Census Tract 3118, Middlesex County, Massachusetts",31.7,41.6,25,017,311800
2018,"Census Tract 3184, Middlesex County, Massachusetts",21.8,29.1,25,017,318400
2018,"Census Tract 3686, Middlesex County, Massachusetts",27.7,29.4,25,017,368600
2018,"Census Tract 3834, Middlesex County, Massachusetts",27.9,27.1,25,017,383400
2018,"Census Tract 3506, Middlesex County, Massachusetts",16.3,21.9,25,017,350600
2018,"Census Tract 3544, Middlesex County, Massachusetts",19.8,21.9,25,017,354400
2018,"Census Tract 4176.02, Norfolk County, Massachusetts",26.7,26.7,25,021,417602
2018,"Census Tract 4182, Norfolk County, Massachusetts",24.4,31.1,25,021,418200
2018,"Census Tract 4194, Norfolk County, Massachusetts",17.6,30.7,25,021,419400
2018,"Census Tract 4203.02, Norfolk County, Massachusetts",26.8,37.0,25,021,420302
2018,"Census Tract 4401, Norfolk County, Massachusetts",22.3,22.7,25,021,440100
2018,"Census Tract 4008, Norfolk County, Massachusetts",21.7,30.3,25,021,400800
2018,"Census Tract 4044, Norfolk County, Massachusetts",17.3,25.3,25,021,404400
2018,"Census Tract 4142, Norfolk County, Massachusetts",19.5,-666666666.0,25,021,414200
2018,"Census Tract 4121, Norfolk County, Massachusetts",22.1,34.5,25,021,412100
2018,"Census Tract 4123, Norfolk County, Massachusetts",20.6,22.8,25,021,412300
2018,"Census Tract 4151.02, Norfolk County, Massachusetts",25.3,29.5,25,021,415102
2018,"Census Tract 4178.01, Norfolk County, Massachusetts",24.2,24.9,25,021,417801
2018,"Census Tract 4179.01, Norfolk County, Massachusetts",23.2,27.8,25,021,417901
2018,"Census Tract 4226, Norfolk County, Massachusetts",24.5,43.7,25,021,422600
2018,"Census Tract 4227, Norfolk County, Massachusetts",24.9,28.7,25,021,422700
2018,"Census Tract 4412.02, Norfolk County, Massachusetts",21.3,46.7,25,021,441202
2018,"Census Tract 4431.01, Norfolk County, Massachusetts",21.0,31.2,25,021,443101
2018,"Census Tract 4561.02, Norfolk County, Massachusetts",22.7,29.8,25,021,456102
2018,"Census Tract 4571, Norfolk County, Massachusetts",23.1,29.1,25,021,457100
2018,"Census Tract 3141.02, Middlesex County, Massachusetts",23.8,43.8,25,017,314102
2018,"Census Tract 3152, Middlesex County, Massachusetts",22.9,31.3,25,017,315200
2018,"Census Tract 3211, Middlesex County, Massachusetts",21.1,30.7,25,017,321100
2018,"Census Tract 3311.02, Middlesex County, Massachusetts",21.6,28.5,25,017,331102
2018,"Census Tract 3321, Middlesex County, Massachusetts",20.8,19.2,25,017,332100
2018,"Census Tract 3335.02, Middlesex County, Massachusetts",21.5,26.0,25,017,333502
2018,"Census Tract 3354, Middlesex County, Massachusetts",20.0,29.6,25,017,335400
2018,"Census Tract 3364.01, Middlesex County, Massachusetts",20.5,27.7,25,017,336401
2018,"Census Tract 3397, Middlesex County, Massachusetts",22.1,25.3,25,017,339700
2018,"Census Tract 3523, Middlesex County, Massachusetts",24.5,26.4,25,017,352300
2018,"Census Tract 3532, Middlesex County, Massachusetts",16.4,29.6,25,017,353200
2018,"Census Tract 3101, Middlesex County, Massachusetts",23.7,32.4,25,017,310100
2018,"Census Tract 5061.02, Plymouth County, Massachusetts",26.6,41.8,25,023,506102
2018,"Census Tract 5104, Plymouth County, Massachusetts",27.3,41.7,25,023,510400
2018,"Census Tract 7081, Worcester County, Massachusetts",19.9,24.5,25,027,708100
2018,"Census Tract 7107, Worcester County, Massachusetts",51.0,31.0,25,027,710700
2018,"Census Tract 7251, Worcester County, Massachusetts",22.2,30.8,25,027,725100
2018,"Census Tract 7111, Worcester County, Massachusetts",23.3,30.6,25,027,711100
2018,"Census Tract 7191, Worcester County, Massachusetts",18.9,19.3,25,027,719100
2018,"Census Tract 7261, Worcester County, Massachusetts",23.1,23.6,25,027,726100
2018,"Census Tract 7302, Worcester County, Massachusetts",19.7,43.2,25,027,730200
2018,"Census Tract 7303, Worcester County, Massachusetts",25.2,28.8,25,027,730300
2018,"Census Tract 3121, Middlesex County, Massachusetts",21.5,34.5,25,017,312100
2018,"Census Tract 3123, Middlesex County, Massachusetts",22.6,27.9,25,017,312300
2018,"Census Tract 3141.01, Middlesex County, Massachusetts",21.9,28.7,25,017,314101
2018,"Census Tract 3142, Middlesex County, Massachusetts",24.9,27.6,25,017,314200
2018,"Census Tract 3161.02, Middlesex County, Massachusetts",19.6,25.5,25,017,316102
2018,"Census Tract 3162.01, Middlesex County, Massachusetts",25.1,51.0,25,017,316201
2018,"Census Tract 3171.03, Middlesex County, Massachusetts",21.6,24.4,25,017,317103
2018,"Census Tract 3251, Middlesex County, Massachusetts",18.6,22.5,25,017,325100
2018,"Census Tract 3301, Middlesex County, Massachusetts",21.7,31.0,25,017,330100
2018,"Census Tract 3538, Middlesex County, Massachusetts",27.6,29.3,25,017,353800
2018,"Census Tract 3541, Middlesex County, Massachusetts",16.4,26.1,25,017,354100
2018,"Census Tract 3586, Middlesex County, Massachusetts",20.6,28.3,25,017,358600
2018,"Census Tract 3591, Middlesex County, Massachusetts",20.6,27.8,25,017,359100
2018,"Census Tract 3651, Middlesex County, Massachusetts",21.9,23.1,25,017,365100
2018,"Census Tract 3672, Middlesex County, Massachusetts",23.5,28.9,25,017,367200
2018,"Census Tract 3739, Middlesex County, Massachusetts",20.0,32.4,25,017,373900
2018,"Census Tract 3821, Middlesex County, Massachusetts",22.3,38.9,25,017,382100
2018,"Census Tract 3822, Middlesex County, Massachusetts",21.0,32.3,25,017,382200
2018,"Census Tract 3825, Middlesex County, Massachusetts",20.7,24.7,25,017,382500
2018,"Census Tract 3835.01, Middlesex County, Massachusetts",27.4,30.8,25,017,383501
2018,"Census Tract 3385, Middlesex County, Massachusetts",20.6,51.0,25,017,338500
2018,"Census Tract 3416, Middlesex County, Massachusetts",26.6,34.6,25,017,341600
2018,"Census Tract 3417, Middlesex County, Massachusetts",23.2,34.0,25,017,341700
2018,"Census Tract 3418, Middlesex County, Massachusetts",31.7,33.5,25,017,341800
2018,"Census Tract 3515, Middlesex County, Massachusetts",23.5,28.7,25,017,351500
2018,"Census Tract 3542, Middlesex County, Massachusetts",18.7,27.6,25,017,354200
2018,"Census Tract 3549, Middlesex County, Massachusetts",18.2,26.2,25,017,354900
2018,"Census Tract 3550, Middlesex County, Massachusetts",22.4,26.1,25,017,355000
2018,"Census Tract 3575, Middlesex County, Massachusetts",28.8,24.4,25,017,357500
2018,"Census Tract 3576, Middlesex County, Massachusetts",28.1,28.8,25,017,357600
2018,"Census Tract 3583, Middlesex County, Massachusetts",22.1,27.1,25,017,358300
2018,"Census Tract 3584, Middlesex County, Massachusetts",23.0,37.4,25,017,358400
2018,"Census Tract 3631.02, Middlesex County, Massachusetts",22.3,28.2,25,017,363102
2018,"Census Tract 3687, Middlesex County, Massachusetts",24.4,23.3,25,017,368700
2018,"Census Tract 3701.01, Middlesex County, Massachusetts",22.0,22.9,25,017,370101
2018,"Census Tract 3704, Middlesex County, Massachusetts",18.0,25.4,25,017,370400
2018,"Census Tract 3872.02, Middlesex County, Massachusetts",20.4,45.6,25,017,387202
2018,"Census Tract 3836, Middlesex County, Massachusetts",19.3,27.0,25,017,383600
2018,"Census Tract 3837, Middlesex County, Massachusetts",19.4,47.7,25,017,383700
2018,"Census Tract 3613, Middlesex County, Massachusetts",22.2,34.2,25,017,361300
2018,"Census Tract 3632.02, Middlesex County, Massachusetts",19.6,28.1,25,017,363202
2018,"Census Tract 3641.01, Middlesex County, Massachusetts",22.1,31.6,25,017,364101
2018,"Census Tract 3681.02, Middlesex County, Massachusetts",21.5,21.7,25,017,368102
2018,"Census Tract 3735, Middlesex County, Massachusetts",19.0,48.3,25,017,373500
2018,"Census Tract 3738, Middlesex County, Massachusetts",21.5,20.9,25,017,373800
2018,"Census Tract 3745, Middlesex County, Massachusetts",21.4,25.8,25,017,374500
2018,"Census Tract 3736, Middlesex County, Massachusetts",23.8,25.6,25,017,373600
2018,"Census Tract 3740, Middlesex County, Massachusetts",24.1,26.9,25,017,374000
2018,"Census Tract 9810, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,981000
2018,"Census Tract 9811, Suffolk County, Massachusetts",36.7,51.0,25,025,981100
2018,"Census Tract 9812.01, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,981201
2018,"Census Tract 9812.02, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,981202
2018,"Census Tract 9813, Suffolk County, Massachusetts",18.9,51.0,25,025,981300
2018,"Census Tract 9815.01, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,981501
2018,"Census Tract 9815.02, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,981502
2018,"Census Tract 507, Suffolk County, Massachusetts",38.5,37.4,25,025,050700
2018,"Census Tract 803, Suffolk County, Massachusetts",26.1,37.9,25,025,080300
2018,"Census Tract 805, Suffolk County, Massachusetts",17.4,34.1,25,025,080500
2018,"Census Tract 811, Suffolk County, Massachusetts",27.3,34.4,25,025,081100
2018,"Census Tract 916, Suffolk County, Massachusetts",22.3,31.8,25,025,091600
2018,"Census Tract 1005, Suffolk County, Massachusetts",24.8,34.4,25,025,100500
2018,"Census Tract 1009, Suffolk County, Massachusetts",24.0,32.2,25,025,100900
2018,"Census Tract 1104.01, Suffolk County, Massachusetts",24.9,33.7,25,025,110401
2018,"Census Tract 918, Suffolk County, Massachusetts",34.2,45.7,25,025,091800
2018,"Census Tract 920, Suffolk County, Massachusetts",31.6,36.4,25,025,092000
2018,"Census Tract 1001, Suffolk County, Massachusetts",26.5,33.9,25,025,100100
2018,"Census Tract 1006.01, Suffolk County, Massachusetts",26.1,29.1,25,025,100601
2018,"Census Tract 1007, Suffolk County, Massachusetts",22.7,29.4,25,025,100700
2018,"Census Tract 1011.02, Suffolk County, Massachusetts",34.8,41.5,25,025,101102
2018,"Census Tract 1302, Suffolk County, Massachusetts",22.0,24.6,25,025,130200
2018,"Census Tract 606, Suffolk County, Massachusetts",19.1,24.4,25,025,060600
2018,"Census Tract 709, Suffolk County, Massachusetts",20.8,32.9,25,025,070900
2018,"Census Tract 924, Suffolk County, Massachusetts",34.5,37.6,25,025,092400
2018,"Census Tract 301, Suffolk County, Massachusetts",23.8,25.0,25,025,030100
2018,"Census Tract 6.02, Suffolk County, Massachusetts",22.0,32.5,25,025,000602
2018,"Census Tract 821, Suffolk County, Massachusetts",31.5,31.3,25,025,082100
2018,"Census Tract 602, Suffolk County, Massachusetts",24.1,23.3,25,025,060200
2018,"Census Tract 904, Suffolk County, Massachusetts",26.3,51.0,25,025,090400
2018,"Census Tract 1205, Suffolk County, Massachusetts",21.8,25.2,25,025,120500
2018,"Census Tract 1010.01, Suffolk County, Massachusetts",26.0,34.9,25,025,101001
2018,"Census Tract 7382.02, Worcester County, Massachusetts",19.7,26.3,25,027,738202
2018,"Census Tract 7323.01, Worcester County, Massachusetts",23.6,24.4,25,027,732301
2018,"Census Tract 7328.02, Worcester County, Massachusetts",23.6,25.8,25,027,732802
2018,"Census Tract 7328.01, Worcester County, Massachusetts",21.9,23.0,25,027,732801
2018,"Census Tract 7382.01, Worcester County, Massachusetts",22.6,23.8,25,027,738201
2018,"Census Tract 5201, Plymouth County, Massachusetts",25.4,26.5,25,023,520100
2018,"Census Tract 5011.02, Plymouth County, Massachusetts",20.5,28.4,25,023,501102
2018,"Census Tract 5051.01, Plymouth County, Massachusetts",23.8,29.1,25,023,505101
2018,"Census Tract 5061.01, Plymouth County, Massachusetts",22.8,9.0,25,023,506101
2018,"Census Tract 5062.04, Plymouth County, Massachusetts",28.0,30.7,25,023,506204
2018,"Census Tract 5071.01, Plymouth County, Massachusetts",24.1,36.0,25,023,507101
2018,"Census Tract 5071.03, Plymouth County, Massachusetts",21.2,13.0,25,023,507103
2018,"Census Tract 5081.01, Plymouth County, Massachusetts",22.7,49.5,25,023,508101
2018,"Census Tract 5102, Plymouth County, Massachusetts",21.3,27.5,25,023,510200
2018,"Census Tract 5232.02, Plymouth County, Massachusetts",23.1,32.8,25,023,523202
2018,"Census Tract 3323, Middlesex County, Massachusetts",22.9,31.1,25,017,332300
2018,"Census Tract 3364.02, Middlesex County, Massachusetts",25.4,30.4,25,017,336402
2018,"Census Tract 3399, Middlesex County, Massachusetts",24.3,26.6,25,017,339900
2018,"Census Tract 3426, Middlesex County, Massachusetts",36.8,28.4,25,017,342600
2018,"Census Tract 3528, Middlesex County, Massachusetts",18.8,22.9,25,017,352800
2018,"Census Tract 3529, Middlesex County, Massachusetts",16.5,30.3,25,017,352900
2018,"Census Tract 3216, Middlesex County, Massachusetts",22.4,23.1,25,017,321600
2018,"Census Tract 7501, Worcester County, Massachusetts",22.5,25.0,25,027,750100
2018,"Census Tract 7503, Worcester County, Massachusetts",23.7,34.4,25,027,750300
2018,"Census Tract 7542, Worcester County, Massachusetts",21.4,30.7,25,027,754200
2018,"Census Tract 7544, Worcester County, Massachusetts",25.5,26.0,25,027,754400
2018,"Census Tract 7575, Worcester County, Massachusetts",23.1,29.4,25,027,757500
2018,"Census Tract 7312.02, Worcester County, Massachusetts",-666666666.0,-666666666.0,25,027,731202
2018,"Census Tract 7362, Worcester County, Massachusetts",21.5,33.0,25,027,736200
2018,"Census Tract 7364, Worcester County, Massachusetts",21.1,26.3,25,027,736400
2018,"Census Tract 7365, Worcester County, Massachusetts",19.8,25.1,25,027,736500
2018,"Census Tract 801, Suffolk County, Massachusetts",40.5,45.1,25,025,080100
2018,"Census Tract 1204, Suffolk County, Massachusetts",20.3,29.0,25,025,120400
2018,"Census Tract 1207, Suffolk County, Massachusetts",21.3,27.3,25,025,120700
2018,"Census Tract 1402.01, Suffolk County, Massachusetts",23.7,29.7,25,025,140201
2018,"Census Tract 4.02, Suffolk County, Massachusetts",22.2,30.7,25,025,000402
2018,"Census Tract 6.01, Suffolk County, Massachusetts",34.7,25.8,25,025,000601
2018,"Census Tract 302, Suffolk County, Massachusetts",26.6,25.3,25,025,030200
2018,"Census Tract 305, Suffolk County, Massachusetts",28.9,28.0,25,025,030500
2018,"Census Tract 402, Suffolk County, Massachusetts",20.6,27.4,25,025,040200
2018,"Census Tract 502, Suffolk County, Massachusetts",28.4,32.1,25,025,050200
2018,"Census Tract 503, Suffolk County, Massachusetts",27.2,30.7,25,025,050300
2018,"Census Tract 506, Suffolk County, Massachusetts",18.2,30.3,25,025,050600
2018,"Census Tract 703, Suffolk County, Massachusetts",20.1,24.5,25,025,070300
2018,"Census Tract 705, Suffolk County, Massachusetts",19.2,25.9,25,025,070500
2018,"Census Tract 708, Suffolk County, Massachusetts",24.4,30.9,25,025,070800
2018,"Census Tract 2521.01, Essex County, Massachusetts",20.6,31.5,25,009,252101
2018,"Census Tract 2526.03, Essex County, Massachusetts",22.0,20.7,25,009,252603
2018,"Census Tract 2541, Essex County, Massachusetts",21.3,33.4,25,009,254100
2018,"Census Tract 2602, Essex County, Massachusetts",25.3,32.8,25,009,260200
2018,"Census Tract 2610, Essex County, Massachusetts",23.3,33.3,25,009,261000
2018,"Census Tract 2611.02, Essex County, Massachusetts",25.1,30.4,25,009,261102
2018,"Census Tract 2661, Essex County, Massachusetts",19.4,33.9,25,009,266100
2018,"Census Tract 2683, Essex County, Massachusetts",24.0,29.4,25,009,268300
2018,"Census Tract 2042, Essex County, Massachusetts",28.8,32.2,25,009,204200
2018,"Census Tract 2052, Essex County, Massachusetts",28.5,33.0,25,009,205200
2018,"Census Tract 2061, Essex County, Massachusetts",36.7,41.5,25,009,206100
2018,"Census Tract 2064, Essex County, Massachusetts",29.3,36.6,25,009,206400
2018,"Census Tract 5114, Plymouth County, Massachusetts",27.5,39.2,25,023,511400
2018,"Census Tract 5202.02, Plymouth County, Massachusetts",24.7,27.5,25,023,520202
2018,"Census Tract 5211.01, Plymouth County, Massachusetts",21.9,26.3,25,023,521101
2018,"Census Tract 5232.01, Plymouth County, Massachusetts",22.2,19.6,25,023,523201
2018,"Census Tract 5441, Plymouth County, Massachusetts",23.5,44.5,25,023,544100
2018,"Census Tract 5452, Plymouth County, Massachusetts",24.7,37.9,25,023,545200
2018,"Census Tract 5601, Plymouth County, Massachusetts",25.4,27.1,25,023,560100
2018,"Census Tract 5051.02, Plymouth County, Massachusetts",20.2,38.4,25,023,505102
2018,"Census Tract 5071.04, Plymouth County, Massachusetts",23.2,22.7,25,023,507104
2018,"Census Tract 5221.01, Plymouth County, Massachusetts",22.4,27.5,25,023,522101
2018,"Census Tract 5451, Plymouth County, Massachusetts",22.6,51.0,25,023,545100
2018,"Census Tract 5108, Plymouth County, Massachusetts",24.1,32.5,25,023,510800
2018,"Census Tract 5052, Plymouth County, Massachusetts",22.6,25.3,25,023,505200
2018,"Census Tract 5106, Plymouth County, Massachusetts",25.1,29.3,25,023,510600
2018,"Census Tract 5212.02, Plymouth County, Massachusetts",24.9,28.5,25,023,521202
2018,"Census Tract 5062.02, Plymouth County, Massachusetts",21.9,34.0,25,023,506202
2018,"Census Tract 5081.02, Plymouth County, Massachusetts",21.8,22.8,25,023,508102
2018,"Census Tract 5113.02, Plymouth County, Massachusetts",24.1,29.1,25,023,511302
2018,"Census Tract 2104, Essex County, Massachusetts",22.2,43.9,25,009,210400
2018,"Census Tract 5261, Plymouth County, Massachusetts",27.2,22.6,25,023,526100
2018,"Census Tract 5303, Plymouth County, Massachusetts",24.9,30.9,25,023,530300
2018,"Census Tract 5109, Plymouth County, Massachusetts",32.9,36.2,25,023,510900
2018,"Census Tract 5115, Plymouth County, Massachusetts",33.3,32.7,25,023,511500
2018,"Census Tract 203.03, Suffolk County, Massachusetts",26.5,30.2,25,025,020303
2018,"Census Tract 404.01, Suffolk County, Massachusetts",21.6,25.5,25,025,040401
2018,"Census Tract 408.01, Suffolk County, Massachusetts",21.7,27.4,25,025,040801
2018,"Census Tract 501.01, Suffolk County, Massachusetts",22.9,30.9,25,025,050101
2019,"Census Tract 7310.01, Worcester County, Massachusetts",22.1,25.4,25,027,731001
2019,"Census Tract 7095.01, Worcester County, Massachusetts",20.1,27.9,25,027,709501
2019,"Census Tract 7095.02, Worcester County, Massachusetts",23.3,28.3,25,027,709502
2019,"Census Tract 7211.01, Worcester County, Massachusetts",22.9,24.2,25,027,721101
2019,"Census Tract 7211.02, Worcester County, Massachusetts",21.6,25.7,25,027,721102
2019,"Census Tract 7310.02, Worcester County, Massachusetts",22.1,30.1,25,027,731002
2019,"Census Tract 7312.03, Worcester County, Massachusetts",19.1,29.9,25,027,731203
2019,"Census Tract 7312.04, Worcester County, Massachusetts",49.7,34.2,25,027,731204
2019,"Census Tract 7323.02, Worcester County, Massachusetts",27.1,31.7,25,027,732302
2019,"Census Tract 3371.01, Middlesex County, Massachusetts",20.2,28.8,25,017,337101
2019,"Census Tract 3392, Middlesex County, Massachusetts",18.2,22.5,25,017,339200
2019,"Census Tract 5117.01, Plymouth County, Massachusetts",24.5,37.0,25,023,511701
2019,"Census Tract 5041.01, Plymouth County, Massachusetts",22.2,34.9,25,023,504101
2019,"Census Tract 5041.02, Plymouth County, Massachusetts",23.0,-666666666.0,25,023,504102
2019,"Census Tract 5103, Plymouth County, Massachusetts",26.8,32.2,25,023,510300
2019,"Census Tract 5105.02, Plymouth County, Massachusetts",29.1,28.9,25,023,510502
2019,"Census Tract 5105.03, Plymouth County, Massachusetts",24.7,34.9,25,023,510503
2019,"Census Tract 5305, Plymouth County, Massachusetts",32.1,41.7,25,023,530500
2019,"Census Tract 5431, Plymouth County, Massachusetts",25.4,29.0,25,023,543100
2019,"Census Tract 5021.02, Plymouth County, Massachusetts",24.0,16.3,25,023,502102
2019,"Census Tract 5062.03, Plymouth County, Massachusetts",21.8,44.6,25,023,506203
2019,"Census Tract 3251, Middlesex County, Massachusetts",20.7,22.5,25,017,325100
2019,"Census Tract 3301, Middlesex County, Massachusetts",20.9,14.9,25,017,330100
2019,"Census Tract 3323, Middlesex County, Massachusetts",22.5,26.2,25,017,332300
2019,"Census Tract 2092, Essex County, Massachusetts",19.9,51.0,25,009,209200
2019,"Census Tract 2113, Essex County, Massachusetts",23.5,35.5,25,009,211300
2019,"Census Tract 2173, Essex County, Massachusetts",24.2,31.7,25,009,217300
2019,"Census Tract 2216, Essex County, Massachusetts",28.8,32.9,25,009,221600
2019,"Census Tract 2501, Essex County, Massachusetts",-666666666.0,30.3,25,009,250100
2019,"Census Tract 2502, Essex County, Massachusetts",32.1,42.4,25,009,250200
2019,"Census Tract 2505, Essex County, Massachusetts",31.3,34.0,25,009,250500
2019,"Census Tract 2506, Essex County, Massachusetts",28.8,32.5,25,009,250600
2019,"Census Tract 2510, Essex County, Massachusetts",25.8,35.7,25,009,251000
2019,"Census Tract 2511, Essex County, Massachusetts",49.2,29.8,25,009,251100
2019,"Census Tract 2525.01, Essex County, Massachusetts",27.5,51.0,25,009,252501
2019,"Census Tract 2532.04, Essex County, Massachusetts",22.5,51.0,25,009,253204
2019,"Census Tract 2603.02, Essex County, Massachusetts",22.2,25.8,25,009,260302
2019,"Census Tract 2671.01, Essex County, Massachusetts",24.9,25.0,25,009,267101
2019,"Census Tract 2671.02, Essex County, Massachusetts",23.6,24.5,25,009,267102
2019,"Census Tract 7411.01, Worcester County, Massachusetts",20.7,18.7,25,027,741101
2019,"Census Tract 7411.02, Worcester County, Massachusetts",22.4,40.7,25,027,741102
2019,"Census Tract 7424.01, Worcester County, Massachusetts",19.8,-666666666.0,25,027,742401
2019,"Census Tract 7424.02, Worcester County, Massachusetts",17.9,22.5,25,027,742402
2019,"Census Tract 7471.01, Worcester County, Massachusetts",21.8,22.5,25,027,747101
2019,"Census Tract 7471.02, Worcester County, Massachusetts",22.6,30.6,25,027,747102
2019,"Census Tract 7511.01, Worcester County, Massachusetts",25.4,19.8,25,027,751101
2019,"Census Tract 7511.02, Worcester County, Massachusetts",19.6,16.5,25,027,751102
2019,"Census Tract 7581.01, Worcester County, Massachusetts",23.6,28.8,25,027,758101
2019,"Census Tract 7581.02, Worcester County, Massachusetts",24.0,26.0,25,027,758102
2019,"Census Tract 7612, Worcester County, Massachusetts",19.8,36.6,25,027,761200
2019,"Census Tract 7613, Worcester County, Massachusetts",21.1,28.6,25,027,761300
2019,"Census Tract 7614, Worcester County, Massachusetts",19.4,26.6,25,027,761400
2019,"Census Tract 3400, Middlesex County, Massachusetts",25.8,24.4,25,017,340000
2019,"Census Tract 3412, Middlesex County, Massachusetts",22.3,35.0,25,017,341200
2019,"Census Tract 3502, Middlesex County, Massachusetts",22.8,27.1,25,017,350200
2019,"Census Tract 3504, Middlesex County, Massachusetts",20.5,22.7,25,017,350400
2019,"Census Tract 3510, Middlesex County, Massachusetts",22.7,23.4,25,017,351000
2019,"Census Tract 3530, Middlesex County, Massachusetts",19.2,29.5,25,017,353000
2019,"Census Tract 3537, Middlesex County, Massachusetts",17.3,37.3,25,017,353700
2019,"Census Tract 3539, Middlesex County, Massachusetts",17.2,39.7,25,017,353900
2019,"Census Tract 3540, Middlesex County, Massachusetts",29.2,31.7,25,017,354000
2019,"Census Tract 3546, Middlesex County, Massachusetts",18.4,30.4,25,017,354600
2019,"Census Tract 3563, Middlesex County, Massachusetts",22.4,23.9,25,017,356300
2019,"Census Tract 3632.01, Middlesex County, Massachusetts",20.8,27.1,25,017,363201
2019,"Census Tract 3641.02, Middlesex County, Massachusetts",25.1,20.3,25,017,364102
2019,"Census Tract 7181, Worcester County, Massachusetts",21.2,26.6,25,027,718100
2019,"Census Tract 7283, Worcester County, Massachusetts",20.1,27.9,25,027,728300
2019,"Census Tract 7311.02, Worcester County, Massachusetts",16.9,31.3,25,027,731102
2019,"Census Tract 7313, Worcester County, Massachusetts",33.3,45.5,25,027,731300
2019,"Census Tract 7315, Worcester County, Massachusetts",43.9,45.4,25,027,731500
2019,"Census Tract 7461, Worcester County, Massachusetts",22.6,19.3,25,027,746100
2019,"Census Tract 7324, Worcester County, Massachusetts",25.8,36.1,25,027,732400
2019,"Census Tract 7329.02, Worcester County, Massachusetts",-666666666.0,-666666666.0,25,027,732902
2019,"Census Tract 7392, Worcester County, Massachusetts",21.6,27.1,25,027,739200
2019,"Census Tract 7451, Worcester County, Massachusetts",21.0,27.4,25,027,745100
2019,"Census Tract 7481, Worcester County, Massachusetts",23.1,25.3,25,027,748100
2019,"Census Tract 7521, Worcester County, Massachusetts",20.9,18.6,25,027,752100
2019,"Census Tract 8.02, Suffolk County, Massachusetts",26.9,33.9,25,025,000802
2019,"Census Tract 106, Suffolk County, Massachusetts",21.0,27.6,25,025,010600
2019,"Census Tract 4041, Norfolk County, Massachusetts",21.2,28.0,25,021,404100
2019,"Census Tract 4141, Norfolk County, Massachusetts",21.1,29.9,25,021,414100
2019,"Census Tract 4151.01, Norfolk County, Massachusetts",20.7,25.0,25,021,415101
2019,"Census Tract 4162, Norfolk County, Massachusetts",23.0,29.5,25,021,416200
2019,"Census Tract 4195, Norfolk County, Massachusetts",21.6,24.2,25,021,419500
2019,"Census Tract 4196, Norfolk County, Massachusetts",25.9,25.0,25,021,419600
2019,"Census Tract 4221, Norfolk County, Massachusetts",18.9,32.6,25,021,422100
2019,"Census Tract 4222, Norfolk County, Massachusetts",24.4,28.1,25,021,422200
2019,"Census Tract 4561.01, Norfolk County, Massachusetts",22.3,19.1,25,021,456101
2019,"Census Tract 4002, Norfolk County, Massachusetts",19.2,32.8,25,021,400200
