YEAR,NAME,MED_OWN_SHARE,MED_RENT_SHARE,STATEFP,COUNTYFP,TRACTFP
2018,"Census Tract 1402.02, Suffolk County, Massachusetts",23.6,27.6,25,025,140202
2018,"Census Tract 1603, Suffolk County, Massachusetts",26.4,30.4,25,025,160300
2018,"Census Tract 1701, Suffolk County, Massachusetts",27.0,45.3,25,025,170100
2018,"Census Tract 1703, Suffolk County, Massachusetts",30.7,30.8,25,025,170300
2018,"Census Tract 1802, Suffolk County, Massachusetts",24.6,38.2,25,025,180200
2018,"Census Tract 1105.01, Suffolk County, Massachusetts",18.9,30.6,25,025,110501
2018,"Census Tract 1805, Suffolk County, Massachusetts",28.6,29.2,25,025,180500
2018,"Census Tract 922, Suffolk County, Massachusetts",24.2,29.6,25,025,092200
2018,"Census Tract 913, Suffolk County, Massachusetts",34.5,38.7,25,025,091300
2018,"Census Tract 917, Suffolk County, Massachusetts",36.3,51.0,25,025,091700
2018,"Census Tract 1008, Suffolk County, Massachusetts",20.6,30.9,25,025,100800
2018,"Census Tract 4.01, Suffolk County, Massachusetts",26.6,26.3,25,025,000401
2018,"Census Tract 2606, Essex County, Massachusetts",26.5,34.0,25,009,260600
2018,"Census Tract 2608, Essex County, Massachusetts",23.1,41.0,25,009,260800
2018,"Census Tract 2609, Essex County, Massachusetts",21.4,32.3,25,009,260900
2018,"Census Tract 2611.01, Essex County, Massachusetts",22.1,37.5,25,009,261101
2018,"Census Tract 2663, Essex County, Massachusetts",25.5,29.5,25,009,266300
2018,"Census Tract 2664, Essex County, Massachusetts",29.5,40.0,25,009,266400
2018,"Census Tract 2681, Essex County, Massachusetts",20.9,-666666666.0,25,009,268100
2018,"Census Tract 2047.02, Essex County, Massachusetts",27.0,28.9,25,009,204702
2018,"Census Tract 2011, Essex County, Massachusetts",26.3,28.6,25,009,201100
2018,"Census Tract 2060, Essex County, Massachusetts",37.9,35.4,25,009,206000
2018,"Census Tract 2063, Essex County, Massachusetts",25.9,41.7,25,009,206300
2018,"Census Tract 2065, Essex County, Massachusetts",32.9,31.4,25,009,206500
2018,"Census Tract 2082, Essex County, Massachusetts",24.9,33.4,25,009,208200
2018,"Census Tract 2091, Essex County, Massachusetts",24.5,51.0,25,009,209100
2018,"Census Tract 2108, Essex County, Massachusetts",30.0,30.6,25,009,210800
2018,"Census Tract 2112, Essex County, Massachusetts",22.8,29.8,25,009,211200
2018,"Census Tract 2121, Essex County, Massachusetts",23.9,42.0,25,009,212100
2018,"Census Tract 2211, Essex County, Massachusetts",27.2,43.3,25,009,221100
2018,"Census Tract 2213, Essex County, Massachusetts",28.1,35.8,25,009,221300
2018,"Census Tract 2513, Essex County, Massachusetts",20.4,31.4,25,009,251300
2018,"Census Tract 2516, Essex County, Massachusetts",21.3,34.2,25,009,251600
2018,"Census Tract 2531, Essex County, Massachusetts",32.5,28.3,25,009,253100
2018,"Census Tract 2532.03, Essex County, Massachusetts",17.9,29.9,25,009,253203
2018,"Census Tract 4221, Norfolk County, Massachusetts",21.0,31.5,25,021,422100
2018,"Census Tract 4222, Norfolk County, Massachusetts",22.3,27.5,25,021,422200
2018,"Census Tract 4561.01, Norfolk County, Massachusetts",22.5,19.0,25,021,456101
2018,"Census Tract 4002, Norfolk County, Massachusetts",19.5,42.1,25,021,400200
2018,"Census Tract 4111, Norfolk County, Massachusetts",21.9,32.9,25,021,411100
2018,"Census Tract 4112, Norfolk County, Massachusetts",21.9,29.6,25,021,411200
2018,"Census Tract 4122, Norfolk County, Massachusetts",20.6,29.1,25,021,412200
2018,"Census Tract 4172, Norfolk County, Massachusetts",30.1,27.2,25,021,417200
2018,"Census Tract 4176.01, Norfolk County, Massachusetts",24.1,28.3,25,021,417601
2018,"Census Tract 4193, Norfolk County, Massachusetts",21.0,33.0,25,021,419300
2018,"Census Tract 4197, Norfolk County, Massachusetts",22.0,23.2,25,021,419700
2018,"Census Tract 4201, Norfolk County, Massachusetts",27.3,39.1,25,021,420100
2018,"Census Tract 4202.02, Norfolk County, Massachusetts",29.0,26.6,25,021,420202
2018,"Census Tract 4563.01, Norfolk County, Massachusetts",30.6,30.6,25,021,456301
2018,"Census Tract 4563.02, Norfolk County, Massachusetts",21.8,44.9,25,021,456302
2018,"Census Tract 4572, Norfolk County, Massachusetts",20.7,33.5,25,021,457200
2018,"Census Tract 5001.03, Plymouth County, Massachusetts",24.9,38.1,25,023,500103
2018,"Census Tract 104.04, Suffolk County, Massachusetts",22.7,51.0,25,025,010404
2018,"Census Tract 104.05, Suffolk County, Massachusetts",47.5,32.2,25,025,010405
2018,"Census Tract 102.03, Suffolk County, Massachusetts",20.4,34.0,25,025,010203
2018,"Census Tract 104.08, Suffolk County, Massachusetts",20.9,33.6,25,025,010408
2018,"Census Tract 107.01, Suffolk County, Massachusetts",25.9,25.8,25,025,010701
2018,"Census Tract 104.03, Suffolk County, Massachusetts",22.1,31.8,25,025,010403
2018,"Census Tract 5001.04, Plymouth County, Massachusetts",26.4,28.9,25,023,500104
2018,"Census Tract 7329.01, Worcester County, Massachusetts",23.2,27.1,25,027,732901
2018,"Census Tract 7331.01, Worcester County, Massachusetts",23.1,38.3,25,027,733101
2018,"Census Tract 7101, Worcester County, Massachusetts",25.4,28.4,25,027,710100
2018,"Census Tract 7075, Worcester County, Massachusetts",19.9,30.9,25,027,707500
2018,"Census Tract 7561.01, Worcester County, Massachusetts",20.6,29.5,25,027,756101
2018,"Census Tract 7502, Worcester County, Massachusetts",20.4,24.4,25,027,750200
2018,"Census Tract 7541, Worcester County, Massachusetts",27.2,25.0,25,027,754100
2018,"Census Tract 7551, Worcester County, Massachusetts",24.5,29.8,25,027,755100
2018,"Census Tract 7571, Worcester County, Massachusetts",24.1,31.0,25,027,757100
2018,"Census Tract 7601, Worcester County, Massachusetts",24.3,18.2,25,027,760100
2018,"Census Tract 7071, Worcester County, Massachusetts",23.4,28.4,25,027,707100
2018,"Census Tract 7092.01, Worcester County, Massachusetts",22.9,27.9,25,027,709201
2018,"Census Tract 7104, Worcester County, Massachusetts",23.2,32.3,25,027,710400
2018,"Census Tract 7131, Worcester County, Massachusetts",23.8,17.1,25,027,713100
2018,"Census Tract 7161, Worcester County, Massachusetts",22.8,24.3,25,027,716100
2018,"Census Tract 7231, Worcester County, Massachusetts",20.6,38.4,25,027,723100
2018,"Census Tract 7309.02, Worcester County, Massachusetts",19.9,24.2,25,027,730902
2018,"Census Tract 7314, Worcester County, Massachusetts",36.3,32.1,25,027,731400
2018,"Census Tract 7316, Worcester County, Massachusetts",21.3,32.5,25,027,731600
2018,"Census Tract 7361, Worcester County, Massachusetts",19.6,34.8,25,027,736100
2018,"Census Tract 7373, Worcester County, Massachusetts",20.3,23.2,25,027,737300
2018,"Census Tract 7393, Worcester County, Massachusetts",22.7,22.9,25,027,739300
2018,"Census Tract 7110, Worcester County, Massachusetts",25.5,27.6,25,027,711000
2018,"Census Tract 7001, Worcester County, Massachusetts",21.9,21.1,25,027,700100
2018,"Census Tract 7022, Worcester County, Massachusetts",20.5,30.5,25,027,702200
2018,"Census Tract 7042, Worcester County, Massachusetts",22.8,21.8,25,027,704200
2018,"Census Tract 4223.02, Norfolk County, Massachusetts",24.6,27.8,25,021,422302
2018,"Census Tract 4224, Norfolk County, Massachusetts",24.8,30.3,25,021,422400
2018,"Census Tract 4225.01, Norfolk County, Massachusetts",19.2,35.9,25,021,422501
2018,"Census Tract 4225.02, Norfolk County, Massachusetts",20.5,32.5,25,021,422502
2018,"Census Tract 4562, Norfolk County, Massachusetts",23.1,29.1,25,021,456200
2018,"Census Tract 107.02, Suffolk County, Massachusetts",24.6,21.9,25,025,010702
2018,"Census Tract 108.01, Suffolk County, Massachusetts",22.0,31.4,25,025,010801
2018,"Census Tract 108.02, Suffolk County, Massachusetts",18.3,24.6,25,025,010802
2018,"Census Tract 201.01, Suffolk County, Massachusetts",23.4,30.0,25,025,020101
2018,"Census Tract 203.01, Suffolk County, Massachusetts",23.7,30.7,25,025,020301
2018,"Census Tract 203.02, Suffolk County, Massachusetts",19.8,24.1,25,025,020302
2018,"Census Tract 3566.02, Middlesex County, Massachusetts",19.4,27.0,25,017,356602
2018,"Census Tract 3573, Middlesex County, Massachusetts",20.8,22.5,25,017,357300
2018,"Census Tract 3652.02, Middlesex County, Massachusetts",23.7,29.7,25,017,365202
2018,"Census Tract 3574, Middlesex County, Massachusetts",20.3,20.2,25,017,357400
2018,"Census Tract 3601, Middlesex County, Massachusetts",-666666666.0,36.2,25,017,360100
2018,"Census Tract 3683, Middlesex County, Massachusetts",25.2,24.2,25,017,368300
2018,"Census Tract 3731, Middlesex County, Massachusetts",24.4,33.9,25,017,373100
2018,"Census Tract 3733, Middlesex County, Massachusetts",22.6,28.4,25,017,373300
2018,"Census Tract 3737, Middlesex County, Massachusetts",19.0,22.8,25,017,373700
2018,"Census Tract 3742, Middlesex County, Massachusetts",21.3,19.7,25,017,374200
2018,"Census Tract 3746, Middlesex County, Massachusetts",21.4,24.1,25,017,374600
2018,"Census Tract 3838, Middlesex County, Massachusetts",22.1,23.6,25,017,383800
2018,"Census Tract 3851, Middlesex County, Massachusetts",19.6,23.7,25,017,385100
2018,"Census Tract 3861, Middlesex County, Massachusetts",21.6,38.6,25,017,386100
2018,"Census Tract 3125.01, Middlesex County, Massachusetts",22.0,32.1,25,017,312501
2018,"Census Tract 3151, Middlesex County, Massachusetts",24.7,42.7,25,017,315100
2018,"Census Tract 3155, Middlesex County, Massachusetts",26.4,19.9,25,017,315500
2018,"Census Tract 3183, Middlesex County, Massachusetts",19.8,28.0,25,017,318300
2018,"Census Tract 3271.03, Middlesex County, Massachusetts",21.0,31.3,25,017,327103
2018,"Census Tract 3313, Middlesex County, Massachusetts",20.1,30.9,25,017,331300
2018,"Census Tract 3351, Middlesex County, Massachusetts",21.5,27.7,25,017,335100
2018,"Census Tract 3363, Middlesex County, Massachusetts",19.6,22.0,25,017,336300
2018,"Census Tract 3373, Middlesex County, Massachusetts",19.3,26.8,25,017,337300
2018,"Census Tract 3384, Middlesex County, Massachusetts",20.4,51.0,25,017,338400
2018,"Census Tract 3394, Middlesex County, Massachusetts",27.4,25.3,25,017,339400
2018,"Census Tract 3395, Middlesex County, Massachusetts",21.8,26.7,25,017,339500
2018,"Census Tract 3104, Middlesex County, Massachusetts",22.5,51.0,25,017,310400
2018,"Census Tract 3111, Middlesex County, Massachusetts",20.0,28.9,25,017,311100
2018,"Census Tract 3114, Middlesex County, Massachusetts",24.2,26.6,25,017,311400
2018,"Census Tract 3172.03, Middlesex County, Massachusetts",19.2,28.1,25,017,317203
2018,"Census Tract 3131.01, Middlesex County, Massachusetts",22.3,25.0,25,017,313101
2018,"Census Tract 4004, Norfolk County, Massachusetts",22.6,29.9,25,021,400400
2018,"Census Tract 4031, Norfolk County, Massachusetts",19.4,51.0,25,021,403100
2018,"Census Tract 4035, Norfolk County, Massachusetts",19.7,29.1,25,021,403500
2018,"Census Tract 4042.02, Norfolk County, Massachusetts",20.9,28.6,25,021,404202
2018,"Census Tract 3241.01, Middlesex County, Massachusetts",20.9,33.8,25,017,324101
2018,"Census Tract 3173.01, Middlesex County, Massachusetts",21.8,49.2,25,017,317301
2018,"Census Tract 3173.02, Middlesex County, Massachusetts",22.0,26.9,25,017,317302
2018,"Census Tract 3201.03, Middlesex County, Massachusetts",19.6,35.9,25,017,320103
2018,"Census Tract 3201.04, Middlesex County, Massachusetts",19.7,25.7,25,017,320104
2018,"Census Tract 1601.01, Suffolk County, Massachusetts",25.2,33.3,25,025,160101
2018,"Census Tract 1605.01, Suffolk County, Massachusetts",26.6,30.4,25,025,160501
2018,"Census Tract 1605.02, Suffolk County, Massachusetts",23.8,35.2,25,025,160502
2018,"Census Tract 1606.01, Suffolk County, Massachusetts",22.2,30.6,25,025,160601
2018,"Census Tract 1606.02, Suffolk County, Massachusetts",31.0,27.3,25,025,160602
2018,"Census Tract 1705.01, Suffolk County, Massachusetts",29.3,42.6,25,025,170501
2018,"Census Tract 1401.05, Suffolk County, Massachusetts",19.6,28.0,25,025,140105
2018,"Census Tract 1705.02, Suffolk County, Massachusetts",24.6,35.6,25,025,170502
2018,"Census Tract 1706.01, Suffolk County, Massachusetts",25.6,27.9,25,025,170601
2018,"Census Tract 1707.01, Suffolk County, Massachusetts",28.5,32.8,25,025,170701
2018,"Census Tract 1707.02, Suffolk County, Massachusetts",35.6,31.8,25,025,170702
2018,"Census Tract 1801.01, Suffolk County, Massachusetts",30.8,38.3,25,025,180101
2018,"Census Tract 1803.01, Suffolk County, Massachusetts",20.6,24.5,25,025,180301
2018,"Census Tract 9801.01, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,980101
2018,"Census Tract 9803, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,980300
2018,"Census Tract 9807, Suffolk County, Massachusetts",-666666666.0,-666666666.0,25,025,980700
2018,"Census Tract 7572, Worcester County, Massachusetts",26.4,32.5,25,027,757200
2018,"Census Tract 7031, Worcester County, Massachusetts",19.0,27.3,25,027,703100
2018,"Census Tract 7032, Worcester County, Massachusetts",19.7,31.3,25,027,703200
2018,"Census Tract 7051, Worcester County, Massachusetts",22.2,29.4,25,027,705100
2018,"Census Tract 7074, Worcester County, Massachusetts",23.1,22.6,25,027,707400
2018,"Census Tract 7106, Worcester County, Massachusetts",24.2,32.9,25,027,710600
2018,"Census Tract 7151, Worcester County, Massachusetts",22.2,32.9,25,027,715100
2018,"Census Tract 2522.01, Essex County, Massachusetts",23.1,26.3,25,009,252201
2018,"Census Tract 2523, Essex County, Massachusetts",23.6,34.5,25,009,252300
2018,"Census Tract 2526.01, Essex County, Massachusetts",20.7,32.2,25,009,252601
2018,"Census Tract 2532.05, Essex County, Massachusetts",21.4,-666666666.0,25,009,253205
2018,"Census Tract 2542, Essex County, Massachusetts",22.1,29.9,25,009,254200
2018,"Census Tract 2544.01, Essex County, Massachusetts",22.0,26.2,25,009,254401
2018,"Census Tract 2601, Essex County, Massachusetts",27.5,35.3,25,009,260100
2018,"Census Tract 4192, Norfolk County, Massachusetts",19.8,34.0,25,021,419200
2018,"Census Tract 4203.01, Norfolk County, Massachusetts",30.1,31.1,25,021,420301
2018,"Census Tract 4228, Norfolk County, Massachusetts",24.8,35.0,25,021,422800
2018,"Census Tract 4421.01, Norfolk County, Massachusetts",22.3,21.4,25,021,442101
2018,"Census Tract 4003, Norfolk County, Massachusetts",20.9,28.7,25,021,400300
2018,"Census Tract 4005, Norfolk County, Massachusetts",23.8,27.1,25,021,400500
2018,"Census Tract 4006, Norfolk County, Massachusetts",27.5,28.3,25,021,400600
2018,"Census Tract 4022, Norfolk County, Massachusetts",20.7,35.7,25,021,402200
2018,"Census Tract 4081.01, Norfolk County, Massachusetts",21.2,31.3,25,021,408101
2018,"Census Tract 4091.02, Norfolk County, Massachusetts",21.6,29.2,25,021,409102
2018,"Census Tract 4101, Norfolk County, Massachusetts",21.4,28.3,25,021,410100
2018,"Census Tract 4021.01, Norfolk County, Massachusetts",22.5,25.9,25,021,402101
2018,"Census Tract 4021.02, Norfolk County, Massachusetts",21.3,36.2,25,021,402102
2018,"Census Tract 4024, Norfolk County, Massachusetts",21.9,31.9,25,021,402400
2018,"Census Tract 4081.02, Norfolk County, Massachusetts",22.9,27.4,25,021,408102
2018,"Census Tract 4091.01, Norfolk County, Massachusetts",21.7,18.3,25,021,409101
2018,"Census Tract 4153, Norfolk County, Massachusetts",20.2,29.6,25,021,415300
2018,"Census Tract 4174, Norfolk County, Massachusetts",27.8,32.4,25,021,417400
2018,"Census Tract 3525, Middlesex County, Massachusetts",19.0,26.4,25,017,352500
2018,"Census Tract 3527, Middlesex County, Massachusetts",22.5,34.2,25,017,352700
2018,"Census Tract 3534, Middlesex County, Massachusetts",25.7,35.0,25,017,353400
2018,"Census Tract 3566.01, Middlesex County, Massachusetts",22.6,28.5,25,017,356601
2018,"Census Tract 3163, Middlesex County, Massachusetts",21.6,26.5,25,017,316300
2018,"Census Tract 3165, Middlesex County, Massachusetts",22.8,26.8,25,017,316500
2018,"Census Tract 3181, Middlesex County, Massachusetts",22.4,-666666666.0,25,017,318100
2018,"Census Tract 3182, Middlesex County, Massachusetts",21.9,20.8,25,017,318200
2018,"Census Tract 3201.02, Middlesex County, Massachusetts",19.7,30.2,25,017,320102
2018,"Census Tract 3214, Middlesex County, Massachusetts",30.5,23.8,25,017,321400
2018,"Census Tract 3224, Middlesex County, Massachusetts",22.3,26.1,25,017,322400
2018,"Census Tract 3102, Middlesex County, Massachusetts",26.2,30.3,25,017,310200
2018,"Census Tract 3117, Middlesex County, Massachusetts",24.4,19.6,25,017,311700
2018,"Census Tract 3119, Middlesex County, Massachusetts",23.4,32.5,25,017,311900
2018,"Census Tract 3124, Middlesex County, Massachusetts",28.0,33.9,25,017,312400
2018,"Census Tract 3125.02, Middlesex County, Massachusetts",19.4,26.1,25,017,312502
2018,"Census Tract 3131.02, Middlesex County, Massachusetts",22.4,29.8,25,017,313102
2018,"Census Tract 3143.01, Middlesex County, Massachusetts",22.9,27.7,25,017,314301
2018,"Census Tract 3171.01, Middlesex County, Massachusetts",20.8,28.9,25,017,317101
2018,"Census Tract 3172.01, Middlesex County, Massachusetts",22.4,-666666666.0,25,017,317201
2018,"Census Tract 3881, Middlesex County, Massachusetts",21.1,20.7,25,017,388100
2018,"Census Tract 3621, Middlesex County, Massachusetts",20.2,43.2,25,017,362100
2018,"Census Tract 2532.01, Essex County, Massachusetts",22.4,37.2,25,009,253201
2018,"Census Tract 2532.02, Essex County, Massachusetts",21.6,25.4,25,009,253202
2018,"Census Tract 3271.01, Middlesex County, Massachusetts",21.1,51.0,25,017,327101
2018,"Census Tract 3333, Middlesex County, Massachusetts",24.0,30.0,25,017,333300
2018,"Census Tract 3335.01, Middlesex County, Massachusetts",20.1,24.3,25,017,333501
2018,"Census Tract 3372.01, Middlesex County, Massachusetts",25.1,23.0,25,017,337201
2018,"Census Tract 3572, Middlesex County, Massachusetts",22.2,20.9,25,017,357200
2018,"Census Tract 3561, Middlesex County, Massachusetts",19.7,19.1,25,017,356100
2018,"Census Tract 3564, Middlesex County, Massachusetts",20.1,24.1,25,017,356400
2018,"Census Tract 3578, Middlesex County, Massachusetts",20.5,27.9,25,017,357800
2018,"Census Tract 3382, Middlesex County, Massachusetts",21.6,25.0,25,017,338200
2018,"Census Tract 5116, Plymouth County, Massachusetts",22.7,29.8,25,023,511600
2018,"Census Tract 5117.02, Plymouth County, Massachusetts",21.8,25.1,25,023,511702
2018,"Census Tract 5241.01, Plymouth County, Massachusetts",20.9,24.9,25,023,524101
2018,"Census Tract 5411, Plymouth County, Massachusetts",20.9,14.5,25,023,541100
2018,"Census Tract 5422, Plymouth County, Massachusetts",21.9,26.2,25,023,542200
2018,"Census Tract 5202.01, Plymouth County, Massachusetts",23.6,28.5,25,023,520201
2018,"Census Tract 5211.02, Plymouth County, Massachusetts",23.7,32.2,25,023,521102
2018,"Census Tract 5212.01, Plymouth County, Massachusetts",24.4,35.4,25,023,521201
2018,"Census Tract 5221.02, Plymouth County, Massachusetts",21.3,29.5,25,023,522102
2018,"Census Tract 5231, Plymouth County, Massachusetts",27.7,28.1,25,023,523100
2018,"Census Tract 5241.02, Plymouth County, Massachusetts",23.4,31.0,25,023,524102
2018,"Census Tract 5251.01, Plymouth County, Massachusetts",24.2,33.0,25,023,525101
2018,"Census Tract 5253, Plymouth County, Massachusetts",-666666666.0,-666666666.0,25,023,525300
2018,"Census Tract 5304, Plymouth County, Massachusetts",23.9,46.7,25,023,530400
2018,"Census Tract 5454, Plymouth County, Massachusetts",27.1,27.1,25,023,545400
2018,"Census Tract 5306, Plymouth County, Massachusetts",21.5,41.1,25,023,530600
2018,"Census Tract 5423, Plymouth County, Massachusetts",22.4,30.7,25,023,542300
2018,"Census Tract 5442, Plymouth County, Massachusetts",25.2,40.4,25,023,544200
2018,"Census Tract 5031.02, Plymouth County, Massachusetts",22.9,36.8,25,023,503102
2018,"Census Tract 5110, Plymouth County, Massachusetts",29.9,38.8,25,023,511000
2018,"Census Tract 5301, Plymouth County, Massachusetts",24.7,29.1,25,023,530100
2018,"Census Tract 5302, Plymouth County, Massachusetts",24.0,34.7,25,023,530200
2018,"Census Tract 5307, Plymouth County, Massachusetts",27.4,28.3,25,023,530700
2018,"Census Tract 5453, Plymouth County, Massachusetts",22.0,29.4,25,023,545300
2018,"Census Tract 5611, Plymouth County, Massachusetts",23.9,32.1,25,023,561100
2018,"Census Tract 5012.01, Plymouth County, Massachusetts",19.3,-666666666.0,25,023,501201
2018,"Census Tract 5012.02, Plymouth County, Massachusetts",22.2,51.0,25,023,501202
2018,"Census Tract 5021.01, Plymouth County, Massachusetts",20.6,29.3,25,023,502101
2018,"Census Tract 5031.01, Plymouth County, Massachusetts",21.0,28.3,25,023,503101
2018,"Census Tract 2631, Essex County, Massachusetts",21.0,14.9,25,009,263100
2018,"Census Tract 2691, Essex County, Massachusetts",22.8,30.4,25,009,269100
2018,"Census Tract 2022, Essex County, Massachusetts",21.5,36.3,25,009,202200
2018,"Census Tract 2046, Essex County, Massachusetts",24.9,23.9,25,009,204600
2018,"Census Tract 2056, Essex County, Massachusetts",26.8,34.7,25,009,205600
2018,"Census Tract 2058, Essex County, Massachusetts",25.9,33.5,25,009,205800
2018,"Census Tract 2070, Essex County, Massachusetts",27.8,33.3,25,009,207000
2018,"Census Tract 3413, Middlesex County, Massachusetts",26.1,34.8,25,017,341300
2018,"Census Tract 3415, Middlesex County, Massachusetts",25.6,34.4,25,017,341500
2018,"Census Tract 3424, Middlesex County, Massachusetts",28.4,34.4,25,017,342400
2018,"Census Tract 3503, Middlesex County, Massachusetts",22.1,25.6,25,017,350300
2018,"Census Tract 3826.01, Middlesex County, Massachusetts",26.8,21.3,25,017,382601
2018,"Census Tract 3826.02, Middlesex County, Massachusetts",21.3,26.6,25,017,382602
2018,"Census Tract 3831.02, Middlesex County, Massachusetts",18.9,32.9,25,017,383102
2018,"Census Tract 3567.01, Middlesex County, Massachusetts",21.6,26.5,25,017,356701
2018,"Census Tract 3662.01, Middlesex County, Massachusetts",18.3,21.5,25,017,366201
2018,"Census Tract 3831.01, Middlesex County, Massachusetts",27.9,33.8,25,017,383101
2018,"Census Tract 3840.01, Middlesex County, Massachusetts",25.5,29.0,25,017,384001
2018,"Census Tract 3840.02, Middlesex County, Massachusetts",19.7,28.7,25,017,384002
2018,"Census Tract 3852.01, Middlesex County, Massachusetts",20.0,29.4,25,017,385201
2018,"Census Tract 3852.02, Middlesex County, Massachusetts",21.4,33.5,25,017,385202
2018,"Census Tract 3882, Middlesex County, Massachusetts",24.9,27.1,25,017,388200
2018,"Census Tract 3883, Middlesex County, Massachusetts",24.3,31.1,25,017,388300
2018,"Census Tract 9800, Middlesex County, Massachusetts",-666666666.0,-666666666.0,25,017,980000
2018,"Census Tract 4113.01, Norfolk County, Massachusetts",23.3,23.7,25,021,411301
2018,"Census Tract 4134.01, Norfolk County, Massachusetts",20.7,27.7,25,021,413401
2018,"Census Tract 4161.01, Norfolk County, Massachusetts",20.3,30.7,25,021,416101
2018,"Census Tract 3571, Middlesex County, Massachusetts",22.1,33.6,25,017,357100
2018,"Census Tract 3577, Middlesex County, Massachusetts",26.3,31.9,25,017,357700
2018,"Census Tract 3734, Middlesex County, Massachusetts",24.5,25.0,25,017,373400
2018,"Census Tract 3681.01, Middlesex County, Massachusetts",22.5,25.2,25,017,368101
2018,"Census Tract 3684, Middlesex County, Massachusetts",19.7,28.4,25,017,368400
2018,"Census Tract 3691, Middlesex County, Massachusetts",21.4,30.9,25,017,369100
2018,"Census Tract 3832, Middlesex County, Massachusetts",31.1,24.9,25,017,383200
2018,"Census Tract 3871, Middlesex County, Massachusetts",23.8,23.9,25,017,387100
2018,"Census Tract 3543, Middlesex County, Massachusetts",21.6,27.1,25,017,354300
2018,"Census Tract 3547, Middlesex County, Massachusetts",19.4,22.1,25,017,354700
2018,"Census Tract 3548, Middlesex County, Massachusetts",19.1,25.7,25,017,354800
2018,"Census Tract 3581, Middlesex County, Massachusetts",19.8,26.3,25,017,358100
2018,"Census Tract 3585, Middlesex County, Massachusetts",25.4,23.2,25,017,358500
2018,"Census Tract 3690, Middlesex County, Massachusetts",28.1,24.0,25,017,369000
2018,"Census Tract 3701.02, Middlesex County, Massachusetts",22.6,27.6,25,017,370102
2018,"Census Tract 3545, Middlesex County, Massachusetts",23.8,30.1,25,017,354500
2018,"Census Tract 3324, Middlesex County, Massachusetts",22.2,38.8,25,017,332400
2018,"Census Tract 3391, Middlesex County, Massachusetts",20.9,29.0,25,017,339100
2018,"Census Tract 3115, Middlesex County, Massachusetts",19.8,36.3,25,017,311500
2018,"Census Tract 3212, Middlesex County, Massachusetts",24.7,33.9,25,017,321200
2018,"Census Tract 3372.02, Middlesex County, Massachusetts",21.9,48.8,25,017,337202
2018,"Census Tract 7574, Worcester County, Massachusetts",22.8,23.0,25,027,757400
2018,"Census Tract 7011, Worcester County, Massachusetts",20.4,26.0,25,027,701100
2018,"Census Tract 7033, Worcester County, Massachusetts",20.6,36.9,25,027,703300
2018,"Census Tract 7094, Worcester County, Massachusetts",26.6,27.3,25,027,709400
2018,"Census Tract 7096, Worcester County, Massachusetts",21.8,28.6,25,027,709600
2018,"Census Tract 7108, Worcester County, Massachusetts",26.5,39.9,25,027,710800
2018,"Census Tract 7221, Worcester County, Massachusetts",21.6,27.5,25,027,722100
2018,"Census Tract 7284, Worcester County, Massachusetts",21.4,29.2,25,027,728400
2018,"Census Tract 7306, Worcester County, Massachusetts",20.6,39.5,25,027,730600
2018,"Census Tract 7319, Worcester County, Massachusetts",25.8,37.9,25,027,731900
2018,"Census Tract 7320.01, Worcester County, Massachusetts",26.7,30.0,25,027,732001
2018,"Census Tract 7322.02, Worcester County, Massachusetts",23.2,29.0,25,027,732202
2018,"Census Tract 7327, Worcester County, Massachusetts",30.4,36.4,25,027,732700
2018,"Census Tract 7363, Worcester County, Massachusetts",23.4,23.9,25,027,736300
2018,"Census Tract 7381, Worcester County, Massachusetts",20.7,29.2,25,027,738100
2018,"Census Tract 2084, Essex County, Massachusetts",21.7,28.9,25,009,208400
2018,"Census Tract 2106, Essex County, Massachusetts",27.1,32.1,25,009,210600
2018,"Census Tract 2109, Essex County, Massachusetts",22.7,30.9,25,009,210900
2018,"Census Tract 2214, Essex County, Massachusetts",24.6,34.9,25,009,221400
2018,"Census Tract 2215, Essex County, Massachusetts",25.5,30.9,25,009,221500
2018,"Census Tract 2218, Essex County, Massachusetts",23.8,17.9,25,009,221800
2018,"Census Tract 7395, Worcester County, Massachusetts",20.3,20.4,25,027,739500
2018,"Census Tract 7402, Worcester County, Massachusetts",18.0,28.6,25,027,740200
2018,"Census Tract 7431, Worcester County, Massachusetts",20.4,23.8,25,027,743100
2018,"Census Tract 7492, Worcester County, Massachusetts",19.7,25.6,25,027,749200
2018,"Census Tract 3171.02, Middlesex County, Massachusetts",20.7,26.0,25,017,317102
2018,"Census Tract 3213, Middlesex County, Massachusetts",24.5,23.8,25,017,321300
2018,"Census Tract 103, Suffolk County, Massachusetts",24.2,40.0,25,025,010300
2018,"Census Tract 2021.01, Essex County, Massachusetts",21.0,30.9,25,009,202101
2018,"Census Tract 2151.01, Essex County, Massachusetts",22.4,39.8,25,009,215101
2018,"Census Tract 2021.02, Essex County, Massachusetts",23.9,33.7,25,009,202102
2018,"Census Tract 2033.01, Essex County, Massachusetts",26.7,28.1,25,009,203301
2018,"Census Tract 2033.02, Essex County, Massachusetts",21.5,30.6,25,009,203302
2018,"Census Tract 2114.01, Essex County, Massachusetts",22.7,31.6,25,009,211401
2018,"Census Tract 2114.02, Essex County, Massachusetts",23.1,29.7,25,009,211402
