nhpd_id,cousub_name,nhpd_lat,nhpd_lon,ncessch,school_merge,zo_usety,zuse_merge,reg_type,l_r_fid,zone_merge
1018982,BOSTON,42.31567,-71.09602,BOSTON,both,1,both,380,7869,both
1126944,BOSTON,42.314647,-71.094445,BOSTON,both,1,both,380,7869,both
1050619,BOSTON,42.33522,-71.09665,BOSTON,both,1,both,256,6507,both
1051592,BOSTON,42.31514,-71.09533,BOSTON,both,1,both,380,7869,both
1050995,BOSTON,42.31573,-71.0945,BOSTON,both,1,both,380,7869,both
1013887,BOSTON,42.345397,-71.071162,BOSTON,both,3,both,467,8573,both
1051594,BOSTON,42.32395,-71.08259,BOSTON,both,1,both,380,7863,both
1050785,BOSTON,42.32251,-71.08209,BOSTON,both,1,both,380,7863,both
1050926,BOSTON,42.32223,-71.08179,BOSTON,both,1,both,380,7863,both
1106814,BOSTON,42.373278,-71.061057,BOSTON,both,1,both,281,7057,both
1051079,BOSTON,42.32922,-71.08363,BOSTON,both,3,both,423,8288,both
1050795,BOSTON,42.31559,-71.08311,BOSTON,both,1,both,380,7870,both
1052187,BOSTON,42.314043,-71.083434,BOSTON,both,3,both,381,7887,both
1008621,BOSTON,42.31322,-71.08325,BOSTON,both,1,both,9,2715,both
1051139,BOSTON,42.31208,-71.08266,BOSTON,both,1,both,380,7873,both
1052013,BOSTON,42.343795,-71.066329,BOSTON,both,3,both,470,8579,both
1051856,BOSTON,42.303949,-71.079565,BOSTON,both,3,both,381,7892,both
1108148,BOSTON,42.33764,-71.07493,BOSTON,both,3,both,470,8577,both
1050899,BOSTON,42.33721,-71.07586,BOSTON,both,3,both,470,8577,both
1051488,BOSTON,42.33725,-71.07611,BOSTON,both,3,both,470,8577,both
1050789,BOSTON,42.33655,-71.07675,BOSTON,both,3,both,470,8577,both
1050835,BOSTON,42.33581,-71.07802,BOSTON,both,3,both,380,7860,both
1050820,BOSTON,42.33526,-71.07843,BOSTON,both,1,both,380,7860,both
1050992,BOSTON,42.33537,-71.07859,BOSTON,both,1,both,380,7860,both
1051124,BOSTON,42.334588,-71.078907,BOSTON,both,1,both,380,7860,both
1051478,BOSTON,42.34273,-71.14131,BOSTON,both,1,both,273,6922,both
1051832,BOSTON,42.330367,-71.084478,BOSTON,both,3,both,423,8288,both
1013221,BOSTON,42.301469,-71.077326,BOSTON,both,1,both,56,4031,both
1050671,BOSTON,42.32012,-71.09411,BOSTON,both,1,both,380,7865,both
1003407,BOSTON,42.342723,-71.142203,BOSTON,both,1,both,273,6922,both
1051111,BOSTON,42.31664,-71.0976,BOSTON,both,3,both,384,7899,both
1051396,BOSTON,42.31178,-71.10211,BOSTON,both,1,both,266,6751,both
1050551,BOSTON,42.34931,-71.15241,BOSTON,both,3,both,274,6989,both
1050324,BOSTON,42.31043,-71.10332,BOSTON,both,1,both,266,6751,both
1146537,BOSTON,42.356905,-71.059075,BOSTON,both,3,both,535,8709,both
1051733,BOSTON,42.27699,-71.13696,BOSTON,both,1,both,273,6897,both
1051445,BOSTON,42.27735,-71.13797,BOSTON,both,1,both,273,6897,both
1146544,BOSTON,42.29491,-71.07178,BOSTON,both,3,both,274,6962,both
1051006,BOSTON,42.266551,-71.150837,BOSTON,both,1,both,256,6489,both
1051422,BOSTON,42.34913,-71.16083,BOSTON,both,1,both,270,6852,both
1051468,BOSTON,42.25812,-71.15977,BOSTON,both,1,both,54,3978,both
1051706,BOSTON,42.373325,-71.065881,BOSTON,both,1,both,281,7055,both
1050747,BOSTON,42.35186,-71.06277,BOSTON,both,3,both,492,8614,both
1051470,BOSTON,42.284286,-71.070882,BOSTON,both,1,both,56,4016,both
1051652,BOSTON,42.30619,-71.08132,BOSTON,both,1,both,380,7869,both
1050918,BOSTON,42.34819,-71.06411,BOSTON,both,3,both,120,5009,both
1051453,BOSTON,42.34445,-71.14403,BOSTON,both,1,both,273,6922,both
1050949,BOSTON,42.32169,-71.08156,BOSTON,both,3,both,381,7881,both
1050433,BOSTON,42.3214,-71.09629,BOSTON,both,1,both,380,7865,both
1050439,BOSTON,42.32184,-71.0958,BOSTON,both,1,both,380,7865,both
1051818,BOSTON,42.360975,-71.137832,BOSTON,both,3,both,274,6998,both
1050557,BOSTON,42.34352,-71.08893,BOSTON,both,1,both,440,8508,both
1051026,BOSTON,42.34382,-71.08878,BOSTON,both,1,both,440,8508,both
1050869,BOSTON,42.34406,-71.08905,BOSTON,both,1,both,440,8508,both
1051790,BOSTON,42.32383,-71.08584,BOSTON,both,1,both,380,7863,both
1050956,BOSTON,42.31611,-71.09351,BOSTON,both,1,both,9,2711,both
1051463,BOSTON,42.31905,-71.04202,BOSTON,both,3,both,165,5195,both
1052001,BOSTON,42.28766,-71.07214,BOSTON,both,4,both,39,3692,both
1050885,BOSTON,42.283959,-71.087273,BOSTON,both,1,both,56,4019,both
1010059,BOSTON,42.283521,-71.087247,BOSTON,both,1,both,56,4019,both
1010067,BOSTON,42.275314,-71.133544,BOSTON,both,1,both,259,6612,both
1050382,BOSTON,42.31586,-71.07757,BOSTON,both,1,both,380,7868,both
1107576,BOSTON,42.31469,-71.07472,BOSTON,both,1,both,9,2713,both
1050457,BOSTON,42.31849,-71.07283,BOSTON,both,1,both,9,2713,both
1050827,BOSTON,42.33818,-71.07671,BOSTON,both,3,both,467,8571,both
1051000,BOSTON,42.33057,-71.07714,BOSTON,both,1,both,380,7861,both
1050413,BRAINTREE,42.19202,-70.99201,,left_only,1,both,,,left_only
1050682,BRAINTREE,42.229812,-71.005899,,left_only,1,both,,,left_only
1050939,BRAINTREE,42.22883,-71.00548,,left_only,1,both,,,left_only
1105396,BROOKLINE,42.349596,-71.114168,,left_only,1,both,257,6554,both
1051409,BROOKLINE,42.34557,-71.10742,250315000420,both,1,both,259,6646,both
1051199,BROOKLINE,42.34569,-71.1076,250315000420,both,1,both,259,6646,both
1051413,BROOKLINE,42.34561,-71.1079,250315000420,both,1,both,259,6646,both
1050297,BROOKLINE,42.34134,-71.12347,,left_only,3,both,346,7630,both
1051190,BROOKLINE,42.33843,-71.13984,,left_only,1,both,259,6636,both
1105187,BROOKLINE,42.34626,-71.12388,250315000417,both,1,both,270,6851,both
1050512,BROOKLINE,42.34411,-71.12778,250315000417,both,1,both,259,6638,both
1102854,BROOKLINE,42.350009,-71.115549,,left_only,1,both,257,6554,both
1146541,BROOKLINE,42.349283,-71.114863,,left_only,1,both,257,6554,both
1003415,BROOKLINE,42.338288,-71.114708,250315000420,both,1,both,270,6841,both
1051865,BROOKLINE,42.33998,-71.12279,250315000422,both,1,both,259,6646,both
1051179,BROOKLINE,42.340391,-71.125141,,left_only,1,both,259,6646,both
1051426,BROOKLINE,42.33188,-71.11615,250315000422,both,3,both,346,7628,both
1051325,BROOKLINE,42.34751,-71.11839,,left_only,1,both,275,7007,both
1051569,BROOKLINE,42.34417,-71.11957,,left_only,1,both,259,6646,both
1108043,BROOKLINE,42.33353,-71.1222,250315000422,both,1,both,270,6834,both
1050714,BURLINGTON,42.50254,-71.19184,,left_only,1,both,,,left_only
1051506,CAMBRIDGE,42.37076,-71.08646,250327000020,both,3,both,267,6770,both
1130061,CAMBRIDGE,42.36201,-71.102752,250327000020,both,3,both,524,8684,both
1051432,CAMBRIDGE,42.36197,-71.10268,250327000020,both,3,both,524,8684,both
1102657,CAMBRIDGE,42.365016,-71.10126,250327000020,both,3,both,497,8621,both
1052105,CAMBRIDGE,42.36735,-71.09676,250327000020,both,3,both,267,6770,both
1051428,CAMBRIDGE,42.36695,-71.09665,250327000020,both,3,both,267,6770,both
1052113,CAMBRIDGE,42.39,-71.13208,250327000020,both,3,both,260,6674,both
1050472,CAMBRIDGE,42.3672,-71.09542,250327000020,both,3,both,267,6770,both
1051646,CAMBRIDGE,42.36117,-71.10235,250327000020,both,3,both,524,8684,both
1051850,CAMBRIDGE,42.37269,-71.095267,250327000020,both,3,both,280,7043,both
1051243,CAMBRIDGE,42.373352,-71.096649,250327000020,both,3,both,280,7043,both
1010111,CAMBRIDGE,42.373405,-71.096735,250327000020,both,3,both,280,7043,both
1003419,CAMBRIDGE,42.37344,-71.09786,250327000020,both,3,both,280,7043,both
1051147,CAMBRIDGE,42.39737,-71.13,250327000020,both,3,both,389,7933,both
1051751,CAMBRIDGE,42.35563,-71.10725,250327000020,both,3,both,267,6755,both
1154395,CAMBRIDGE,42.400227,-71.132172,250327000020,both,1,both,527,8699,both
1154396,CAMBRIDGE,42.400587,-71.132067,250327000020,both,1,both,527,8699,both
1019038,CAMBRIDGE,42.37222,-71.09442,250327000020,both,3,both,267,6770,both
1154383,CAMBRIDGE,42.3919,-71.129,250327000020,both,3,both,260,6678,both
1154385,CAMBRIDGE,42.3931,-71.1302,250327000020,both,3,both,260,6678,both
1154387,CAMBRIDGE,42.3963,-71.1363,250327000020,both,3,both,260,6678,both
1051747,CAMBRIDGE,42.39583,-71.1362,250327000020,both,3,both,260,6678,both
1105996,CAMBRIDGE,42.364749,-71.099411,250327000020,both,3,both,267,6770,both
1051066,CAMBRIDGE,42.36514,-71.09904,250327000020,both,3,both,267,6770,both
1106282,CAMBRIDGE,42.36501,-71.09956,250327000020,both,3,both,267,6770,both
1052111,CAMBRIDGE,42.364772,-71.099456,250327000020,both,3,both,267,6770,both
1051032,CAMBRIDGE,42.38939,-71.14704,250327000020,both,4,both,36,3494,both
1051502,CAMBRIDGE,42.37724,-71.15415,250327000020,both,3,both,267,6773,both
1051169,CAMBRIDGE,42.36889,-71.09769,250327000020,both,3,both,267,6770,both
1051512,CAMBRIDGE,42.3593,-71.10706,250327000020,both,1,both,527,8688,both
1050639,CAMBRIDGE,42.36743,-71.10128,250327000020,both,3,both,267,6770,both
1050825,CAMBRIDGE,42.36249,-71.10183,250327000020,both,3,both,524,8684,both
1051014,CAMBRIDGE,42.36249,-71.10183,250327000020,both,3,both,524,8684,both
1051752,CAMBRIDGE,42.36409,-71.10424,250327000020,both,1,both,527,8690,both
1052107,CAMBRIDGE,42.36456,-71.10567,250327000020,both,3,both,267,6758,both
1000482,CAMBRIDGE,42.36683,-71.10896,250327000020,both,3,both,267,6758,both
1019040,CAMBRIDGE,42.38658,-71.13474,250327000020,both,4,both,36,3491,both
1051500,CAMBRIDGE,42.36491,-71.09298,250327000020,both,3,both,267,6770,both
1127781,CAMBRIDGE,42.365509,-71.093722,250327000020,both,3,both,388,7923,both
1154380,CAMBRIDGE,42.365978,-71.095596,250327000020,both,3,both,267,6770,both
1154384,CAMBRIDGE,42.368621,-71.102218,250327000020,both,3,both,267,6770,both
1013940,CAMBRIDGE,42.369148,-71.102974,250327000020,both,3,both,267,6770,both
1051757,CAMBRIDGE,42.368747,-71.10231,250327000020,both,3,both,267,6770,both
1051508,CAMBRIDGE,42.3934,-71.1353,250327000020,both,3,both,260,6678,both
1051510,CAMBRIDGE,42.37286,-71.08667,250327000020,both,1,both,527,8695,both
1154379,CAMBRIDGE,42.385343,-71.120038,250327000020,both,3,both,499,8643,both
1051117,CAMBRIDGE,42.38549,-71.11979,250327000020,both,3,both,389,7934,both
1051756,CAMBRIDGE,42.38793,-71.1295,250327000020,both,3,both,267,6783,both
1050717,CAMBRIDGE,42.36462,-71.10486,250327000020,both,1,both,527,8690,both
1051430,CAMBRIDGE,42.36329,-71.10659,250327000020,both,3,both,260,6661,both
1023607,CAMBRIDGE,42.36144,-71.10862,250327000020,both,3,both,260,6661,both
1050518,CAMBRIDGE,42.37117,-71.08915,250327000020,both,3,both,267,6770,both
1050914,CAMBRIDGE,42.36742,-71.09465,250327000020,both,3,both,267,6770,both
1051991,CAMBRIDGE,42.38375,-71.11948,250327000020,both,3,both,389,7934,both
1154394,CAMBRIDGE,42.390888,-71.122929,250327000020,both,3,both,389,7933,both
1051754,CAMBRIDGE,42.39417,-71.12581,250327000020,both,3,both,260,6677,both
1050984,CAMBRIDGE,42.39965,-71.13311,250327000020,both,3,both,389,7933,both
1050857,CAMBRIDGE,42.36692,-71.1064,250327000020,both,3,both,507,8657,both
1050604,CAMBRIDGE,42.36092,-71.11581,250327000020,both,4,both,36,3483,both
1127782,CAMBRIDGE,42.36985,-71.11354,250327000020,both,3,both,267,6758,both
1051750,CAMBRIDGE,42.3669,-71.1,250327000020,both,3,both,267,6770,both
1000407,CAMBRIDGE,42.36544,-71.10123,250327000020,both,3,both,260,6662,both
1051175,CAMBRIDGE,42.36564,-71.10107,250327000020,both,3,both,260,6662,both
1051171,CAMBRIDGE,42.3712,-71.08759,250327000020,both,3,both,267,6770,both
1019042,CAMBRIDGE,42.37046,-71.08181,250327000020,both,3,both,267,6770,both
1052117,CAMBRIDGE,42.365689,-71.097903,250327000020,both,3,both,267,6770,both
1051746,CAMBRIDGE,42.360217,-71.110106,250327000020,both,3,both,260,6661,both
1009633,CAMBRIDGE,42.36869,-71.1011,250327000020,both,3,both,271,6874,both
1154382,CAMBRIDGE,42.370199,-71.100839,250327000020,both,3,both,267,6770,both
1050901,CAMBRIDGE,42.3629,-71.11355,250327000020,both,3,both,267,6758,both
1051852,CAMBRIDGE,42.356181,-71.106545,250327000020,both,3,both,384,7906,both
1050524,CAMBRIDGE,42.3938,-71.13854,250327000020,both,3,both,499,8646,both
1015413,CAMBRIDGE,42.39397,-71.14045,250327000020,both,4,both,499,8646,both
1052109,CAMBRIDGE,42.36223,-71.11287,250327000020,both,3,both,267,6758,both
1013113,CAMBRIDGE,42.3647,-71.10653,250327000020,both,3,both,267,6758,both
1050686,CAMBRIDGE,42.37282,-71.09281,250327000020,both,3,both,499,8629,both
1051084,CAMBRIDGE,42.370956,-71.081367,250327000020,both,3,both,280,7042,both
1105246,CAMBRIDGE,42.36599,-71.104676,250327000020,both,3,both,497,8621,both
1052115,CAMBRIDGE,42.36671,-71.10442,250327000020,both,3,both,507,8657,both
1154386,CAMBRIDGE,42.373069,-71.122965,250327000020,both,3,both,497,8624,both
1050983,CAMBRIDGE,42.38946,-71.132002,250327000020,both,3,both,499,8645,both
1051504,CAMBRIDGE,42.36483,-71.09564,250327000020,both,3,both,267,6770,both
1154381,CAMBRIDGE,42.365398,-71.09581,250327000020,both,3,both,267,6770,both
1051755,CAMBRIDGE,42.36192,-71.10985,250327000020,both,3,both,260,6661,both
1050845,CAMBRIDGE,42.36968,-71.09257,250327000020,both,3,both,267,6770,both
1003428,CANTON,42.14668,-71.10354,250330000455,both,3,both,328,7546,both
1050436,CANTON,42.14706,-71.12056,250330000452,both,1,both,187,5307,both
1110387,CARLISLE,42.52718,-71.34673,250333000457,both,1,both,79,4517,both
1104174,CARLISLE,42.510576,-71.380565,250333000457,both,1,both,78,4507,both
1052153,CHELSEA,42.39868,-71.03458,,left_only,1,both,269,6822,both
1019054,CHELSEA,42.39006,-71.04547,,left_only,3,both,338,7597,both
1050852,CHELSEA,42.39178,-71.02946,,left_only,1,both,269,6822,both
1052149,CHELSEA,42.39743,-71.03456,,left_only,1,both,269,6822,both
1019046,CHELSEA,42.3902,-71.03824,,left_only,3,both,488,8612,both
1126906,CHELSEA,42.39034,-71.03781,,left_only,3,both,488,8612,both
1051257,CHELSEA,42.39286,-71.03455,,left_only,3,both,488,8612,both
1052145,CHELSEA,42.39367,-71.03332,,left_only,3,both,488,8612,both
1051292,CHELSEA,42.39409,-71.031307,,left_only,1,both,269,6822,both
1050386,CHELSEA,42.39828,-71.02368,,left_only,1,both,331,7579,both
1050538,CHELSEA,42.39001,-71.04474,,left_only,3,both,338,7597,both
1051044,CHELSEA,42.39136,-71.04505,,left_only,3,both,338,7597,both
1050924,CHELSEA,42.39158,-71.04636,,left_only,3,both,338,7597,both
1052133,CHELSEA,42.390026,-71.0279,,left_only,1,both,269,6822,both
1051161,CHELSEA,42.39116,-71.03247,,left_only,1,both,269,6822,both
1051384,CHELSEA,42.39078,-71.03996,,left_only,1,both,269,6822,both
1051660,CHELSEA,42.39149,-71.03806,,left_only,1,both,269,6822,both
1019050,CHELSEA,42.39331,-71.03553,,left_only,1,both,269,6822,both
1051539,CHELSEA,42.40237,-71.0211,,left_only,1,both,251,6412,both
1051957,CHELSEA,42.396599,-71.032271,,left_only,1,both,269,6822,both
1000356,CHELSEA,42.39044,-71.02711,,left_only,1,both,269,6822,both
1050568,CHELSEA,42.39012,-71.03785,,left_only,3,both,488,8612,both
1051233,CHELSEA,42.3967,-71.0331,,left_only,1,both,269,6822,both
1052151,CHELSEA,42.38816,-71.03517,,left_only,1,both,269,6822,both
1052155,CHELSEA,42.38796,-71.03472,,left_only,1,both,269,6822,both
1106394,CHELSEA,42.3991,-71.03085,,left_only,1,both,251,6412,both
1051438,CHELSEA,42.39417,-71.03049,,left_only,1,both,269,6822,both
1104782,CHELSEA,42.39438,-71.03038,,left_only,1,both,269,6822,both
1051662,CHELSEA,42.39392,-71.02962,,left_only,1,both,269,6822,both
1052141,CHELSEA,42.39329,-71.02889,,left_only,1,both,269,6822,both
1052125,CHELSEA,42.39211,-71.02888,,left_only,1,both,269,6822,both
1050922,CHELSEA,42.39272,-71.03108,,left_only,1,both,269,6822,both
1052127,CHELSEA,42.39181,-71.02734,,left_only,1,both,269,6822,both
1051063,CHELSEA,42.39293,-71.0318,,left_only,1,both,269,6822,both
1011447,CHELSEA,42.39288,-71.03163,,left_only,1,both,269,6822,both
1052147,CHELSEA,42.39237,-71.03094,,left_only,1,both,269,6822,both
1127785,CHELSEA,42.393015,-71.032585,,left_only,1,both,269,6822,both
1051687,CHELSEA,42.39254,-71.02842,,left_only,1,both,269,6822,both
1052159,CHELSEA,42.39302,-71.028769,,left_only,1,both,269,6822,both
1052137,CHELSEA,42.39338,-71.03162,,left_only,1,both,269,6822,both
1051167,CHELSEA,42.393055,-71.031546,,left_only,1,both,269,6822,both
1052161,CHELSEA,42.39261,-71.02887,,left_only,1,both,269,6822,both
1051958,CHELSEA,42.396599,-71.032271,,left_only,1,both,269,6822,both
1003438,CHELSEA,42.39077,-71.03622,,left_only,3,both,488,8612,both
1050674,CHELSEA,42.389106,-71.037666,,left_only,1,both,269,6822,both
1050360,CHELSEA,42.38879,-71.03991,,left_only,3,both,488,8612,both
1127783,CHELSEA,42.3967,-71.0331,,left_only,1,both,269,6822,both
1012037,CHELSEA,42.3967,-71.0331,,left_only,1,both,269,6822,both
1008929,CHELSEA,42.3967,-71.0331,,left_only,1,both,269,6822,both
1051159,CHELSEA,42.39124,-71.03262,,left_only,1,both,269,6822,both
1052129,CHELSEA,42.39169,-71.03287,,left_only,1,both,269,6822,both
1052131,CHELSEA,42.39192,-71.03274,,left_only,1,both,269,6822,both
1127784,CHELSEA,42.39318,-71.032591,,left_only,1,both,269,6822,both
1051205,CHELSEA,42.38881,-71.03567,,left_only,1,both,269,6822,both
1051959,CHELSEA,42.39466,-71.033766,,left_only,1,both,269,6822,both
1051324,CHELSEA,42.39758,-71.02387,,left_only,1,both,331,7579,both
1051854,CHELSEA,42.399654,-71.02076,,left_only,1,both,331,7579,both
1052139,CHELSEA,42.387256,-71.034867,,left_only,1,both,269,6822,both
1051366,CHELSEA,42.38726,-71.03467,,left_only,1,both,269,6822,both
1050502,CHELSEA,42.40133,-71.03404,,left_only,1,both,269,6822,both
1019052,CHELSEA,42.39386,-71.03369,,left_only,3,both,488,8612,both
1052143,CHELSEA,42.3947,-71.03318,,left_only,1,both,269,6822,both
1051683,CHELSEA,42.39504,-71.03267,,left_only,1,both,269,6822,both
1052135,CHELSEA,42.38998,-71.03063,,left_only,1,both,269,6822,both
1019044,CHELSEA,42.389,-71.03954,,left_only,3,both,488,8612,both
1051945,CONCORD,42.4538,-71.40362,,left_only,1,both,,,left_only
1127788,CONCORD,42.45685,-71.35026,,left_only,1,both,,,left_only
1127789,CONCORD,42.452243,-71.352589,,left_only,1,both,,,left_only
1050574,CONCORD,42.45391,-71.39786,,left_only,1,both,,,left_only
1052171,DANVERS,42.56503,-70.93921,,left_only,1,both,,,left_only
1050649,DANVERS,42.57141,-70.91153,,left_only,1,both,,,left_only
1150753,DANVERS,42.57159,-70.91093,,left_only,1,both,,,left_only
1052169,DANVERS,42.58675,-70.963134,,left_only,2,both,,,left_only
1051630,DANVERS,42.57405,-70.92728,,left_only,1,both,,,left_only
1052173,DANVERS,42.56944,-70.93006,,left_only,1,both,,,left_only
1009750,DANVERS,42.59394,-70.95082,,left_only,1,both,,,left_only
1051611,DANVERS,42.56258,-70.95765,,left_only,1,both,,,left_only
1051732,DANVERS,42.57446,-70.94717,,left_only,1,both,,,left_only
1050764,DANVERS,42.54507,-70.91793,,left_only,1,both,,,left_only
1130639,DEDHAM,42.247938,-71.155394,250405000546,both,3,both,309,7321,both
1050637,DEDHAM,42.23758,-71.18252,250405000552,both,1,both,306,7296,both
1130064,DUXBURY,42.015657,-70.7225,250441000593,both,3,both,24,3059,both
1050313,DUXBURY,42.01409,-70.72568,250441000593,both,0,both,1,1711,both
1051164,EVERETT,42.40328,-71.04752,250477002038,both,2,both,0,1044,both
1052209,EVERETT,42.4134,-71.03923,,left_only,2,both,109,4894,both
1052207,EVERETT,42.40992,-71.045564,250477002038,both,2,both,109,4900,both
1052211,EVERETT,42.41863,-71.05248,250477001520,both,2,both,109,4902,both
1051290,EVERETT,42.4115,-71.05284,250477001521,both,3,both,434,8478,both
1052205,EVERETT,42.41283,-71.0392,,left_only,1,both,370,7829,both
1050842,EVERETT,42.40316,-71.06186,250477000631,both,2,both,109,4889,both
1050563,EVERETT,42.40856,-71.05315,250477001521,both,1,both,370,7826,both
1050388,FOXBORO,42.07364,-71.25309,250495000724,both,1,both,233,5958,both
1127804,FRAMINGHAM,42.275342,-71.401537,250498000714,both,1,both,320,7436,both
1051320,FRAMINGHAM,42.279335,-71.39901,250498000714,both,1,both,320,7436,both
1018900,FRAMINGHAM,42.27811,-71.3983,250498000714,both,1,both,320,7436,both
1003482,FRAMINGHAM,42.295995,-71.406695,250498000714,both,1,both,47,3885,both
1050304,FRAMINGHAM,42.27721,-71.39919,250498000714,both,1,both,320,7436,both
1052368,FRAMINGHAM,42.265737,-71.431137,250498000714,both,1,both,41,3746,both
1051851,FRAMINGHAM,42.272988,-71.397493,250498000714,both,1,both,320,7436,both
1127805,FRAMINGHAM,42.271929,-71.425679,250498000714,both,2,both,118,4986,both
1050932,FRAMINGHAM,42.32262,-71.39885,250498000714,both,1,both,320,7449,both
1105093,FRAMINGHAM,42.291346,-71.409509,250498000714,both,1,both,47,3885,both
1104162,FRAMINGHAM,42.32887,-71.43642,250498000714,both,3,both,321,7477,both
1051620,FRAMINGHAM,42.32893,-71.43769,250498000714,both,3,both,321,7477,both
1127806,FRAMINGHAM,42.269597,-71.420028,250498000714,both,3,both,82,4553,both
1050862,FRAMINGHAM,42.27599,-71.41626,250498000714,both,3,both,355,7743,both
1050426,FRAMINGHAM,42.27566,-71.41606,250498000714,both,3,both,355,7743,both
1000358,FRAMINGHAM,42.275648,-71.416045,250498000714,both,3,both,355,7743,both
1050515,FRAMINGHAM,42.30031,-71.4414,250498000714,both,3,both,321,7472,both
1050582,FRAMINGHAM,42.27233,-71.41943,250498000714,both,3,both,321,7460,both
1052366,FRAMINGHAM,42.29124,-71.41375,250498000714,both,1,both,47,3885,both
1009686,FRAMINGHAM,42.275508,-71.414418,250498000714,both,3,both,355,7743,both
1050679,FRAMINGHAM,42.27653,-71.414,250498000714,both,2,both,118,4983,both
1050694,FRAMINGHAM,42.30323,-71.43567,250498000714,both,1,both,41,3750,both
1051068,FRANKLIN,42.08301,-71.38057,250501002519,both,3,both,80,4519,both
1013995,FRANKLIN,42.087978,-71.414939,250501000741,both,3,both,80,4520,both
1051849,GLOUCESTER,42.62012,-70.66505,250528000770,both,1,both,209,5616,both
1104893,GLOUCESTER,42.613696,-70.663459,250528000771,both,3,both,213,5717,both
1154039,GLOUCESTER,42.612358,-70.661423,250528000770,both,3,both,211,5628,both
1051145,GLOUCESTER,42.61365,-70.69141,250528000781,both,1,both,198,5409,both
1051282,GLOUCESTER,42.613578,-70.671028,250528000781,both,1,both,209,5616,both
1051485,GLOUCESTER,42.61405,-70.69014,250528000781,both,3,both,198,5409,both
1052370,GLOUCESTER,42.622917,-70.679684,250528000877,both,1,both,202,5561,both
1050881,GLOUCESTER,42.61312,-70.66367,250528000770,both,3,both,213,5717,both
1051489,GLOUCESTER,42.613003,-70.663363,250528000770,both,3,both,213,5717,both
1051487,GLOUCESTER,42.624943,-70.678378,250528000770,both,1,both,202,5561,both
1051427,GLOUCESTER,42.61505,-70.668402,250528000770,both,3,both,214,5741,both
1051565,GLOUCESTER,42.61848,-70.66631,250528000771,both,1,both,209,5616,both
1052409,HAMILTON,42.61104,-70.87627,,left_only,3,both,,,left_only
1050672,HANOVER,42.1183,-70.82184,250579000828,both,1,both,39,3628,both
1051493,HANOVER,42.14126,-70.84513,250579000827,both,2,both,34,3163,both
1051862,HANOVER,42.112455,-70.834625,250579000828,both,1,both,39,3628,both
1050381,HINGHAM,42.23951,-70.88798,,left_only,1,both,,,left_only
1050624,HOLBROOK,42.14828,-71.01421,250615000880,both,1,both,311,7334,both
1051868,HOLLISTON,42.202873,-71.431755,250624001172,both,1,both,233,5979,both
1050689,HOLLISTON,42.17957,-71.44425,250624001172,both,2,both,75,4318,both
1051601,HUDSON,42.40019,-71.58645,250639000922,both,1,both,140,5078,both
1050540,HUDSON,42.39534,-71.56802,250639000922,both,1,both,145,5100,both
1050422,IPSWICH,42.68481,-70.82673,,left_only,1,both,,,left_only
1051240,IPSWICH,42.68069,-70.83801,,left_only,3,both,,,left_only
1150754,IPSWICH,42.67127,-70.836513,,left_only,1,both,,,left_only
1050704,IPSWICH,42.66664,-70.837003,,left_only,1,both,,,left_only
1052420,IPSWICH,42.678589,-70.840094,,left_only,3,both,,,left_only
1052422,IPSWICH,42.67948,-70.83342,,left_only,3,both,,,left_only
1052424,IPSWICH,42.68202,-70.8462,,left_only,3,both,,,left_only
1051593,LEXINGTON,42.4489,-71.20054,250684000998,both,1,both,78,4505,both
1050732,LEXINGTON,42.46179,-71.26425,250684001000,both,1,both,78,4496,both
1127813,LEXINGTON,42.459738,-71.215899,250684000996,both,1,both,78,4505,both
1127814,LEXINGTON,42.427764,-71.204102,250684000994,both,1,both,320,7452,both
1107289,LEXINGTON,42.44915,-71.22691,250684000996,both,1,both,316,7422,both
1052467,LINCOLN,42.45124,-71.301348,250690001183,both,1,both,64,4163,both
1050777,LITTLETON,42.54009,-71.49891,250696001014,both,1,both,33,3141,both
1050680,LITTLETON,42.53722,-71.50011,250696001014,both,1,both,33,3141,both
1050941,LITTLETON,42.52056,-71.46363,250696001014,both,1,both,33,3139,both
1051232,LYNN,42.459628,-70.94048,250711001070,both,2,both,428,8325,both
1050527,LYNN,42.461612,-70.955487,250711002658,both,2,both,428,8327,both
1051075,LYNN,42.46379,-70.94803,250711002658,both,2,both,521,8678,both
1052028,LYNN,42.46271,-70.94113,250711001070,both,2,both,521,8678,both
1052040,LYNN,42.471759,-70.948385,250711001068,both,1,both,431,8450,both
1130789,LYNN,42.46203,-70.95264,250711002658,both,2,both,428,8327,both
1052070,LYNN,42.459857,-70.968252,250711001062,both,1,both,431,8414,both
1050521,LYNN,42.463696,-70.939595,250711001070,both,2,both,521,8678,both
1052036,LYNN,42.463043,-70.940521,250711001070,both,2,both,521,8678,both
1051274,LYNN,42.47774,-70.95076,250711001072,both,2,both,428,8384,both
1052030,LYNN,42.468391,-70.948268,250711001073,both,1,both,241,6207,both
1018922,LYNN,42.46384,-70.952,250711002658,both,2,both,521,8678,both
1050654,LYNN,42.46182,-70.96149,250711001087,both,2,both,428,8327,both
1051393,LYNN,42.45408,-70.97731,250711001062,both,2,both,428,8340,both
1051561,LYNN,42.468179,-70.981768,250711001077,both,1,both,431,8439,both
1050315,LYNN,42.47118,-70.92681,250711001064,both,2,both,428,8368,both
