,station_id,station_name,line,layer,station_lat,station_lon,geometry_x,LEFT_FID,RIGHT_FID,zo_usety,municipal,ncessch,geometry_y,boundary_using_id,dist_meters,dist_miles
9277962,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8710,6383,0,Revere,251005001975,"MULTILINESTRING Z ((241848.3971794838 906244.3442820571 0, 241837.0071794788 906430.0943820602 0, 241801.4271794803 906430.0943820573 0), (241968.6097655518 905855.1759693074 0, 241977.6772794789 905912.9641820586 0))",23306,685.4247311646345,0.425903182392723
9277963,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8710,6383,1,Revere,251005001975,"MULTILINESTRING Z ((241848.3971794838 906244.3442820571 0, 241837.0071794788 906430.0943820602 0, 241801.4271794803 906430.0943820573 0), (241968.6097655518 905855.1759693074 0, 241977.6772794789 905912.9641820586 0))",23307,685.4247311646345,0.425903182392723
9277964,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8710,6383,3,Revere,251005001975,"MULTILINESTRING Z ((241848.3971794838 906244.3442820571 0, 241837.0071794788 906430.0943820602 0, 241801.4271794803 906430.0943820573 0), (241968.6097655518 905855.1759693074 0, 241977.6772794789 905912.9641820586 0))",23308,685.4247311646345,0.425903182392723
9278076,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8712,6377,1,Revere,251005001975,"LINESTRING Z (241689.1665645634 906627.3087826942 0, 241752.8915773408 906571.191317725 0)",23420,511.21246405631126,0.31765269827725534
9278077,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8712,6377,3,Revere,251005001975,"LINESTRING Z (241689.1665645634 906627.3087826942 0, 241752.8915773408 906571.191317725 0)",23421,511.21246405631126,0.31765269827725534
9278231,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),4867,4773,2,Revere,251005001618,"LINESTRING Z (240937.4609184046 906936.0403280612 0, 241102.2469794818 906958.4043820574 0, 241224.4470794846 906954.9643820551 0, 241260.5570794842 906958.9643820522 0)",23575,601.0098656263384,0.3734502167506378
9278232,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),4867,4773,2,Revere,251005001629,"LINESTRING Z (240937.4609184046 906936.0403280612 0, 241102.2469794818 906958.4043820574 0, 241224.4470794846 906954.9643820551 0, 241260.5570794842 906958.9643820522 0)",23576,601.0098656263384,0.3734502167506378
9278233,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),4867,4773,3,Revere,251005001618,"LINESTRING Z (240937.4609184046 906936.0403280612 0, 241102.2469794818 906958.4043820574 0, 241224.4470794846 906954.9643820551 0, 241260.5570794842 906958.9643820522 0)",23577,601.0098656263384,0.3734502167506378
9278234,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),4867,4773,3,Revere,251005001629,"LINESTRING Z (240937.4609184046 906936.0403280612 0, 241102.2469794818 906958.4043820574 0, 241224.4470794846 906954.9643820551 0, 241260.5570794842 906958.9643820522 0)",23578,601.0098656263384,0.3734502167506378
9278235,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),5047,4773,2,Revere,251005001629,"LINESTRING Z (241260.5570794842 906958.9643820522 0, 241197.1770794858 906827.6193820576 0, 241134.1850933748 906705.8192528479 0)",23579,601.0098656263384,0.3734502167506378
9278342,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),5047,4867,1,Revere,251005001629,"LINESTRING Z (241361.3996964373 907133.0219403661 0, 241260.5570794842 906958.9643820522 0)",23686,479.7415828638526,0.29809759930993784
9278343,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),5047,4867,2,Revere,251005001629,"LINESTRING Z (241361.3996964373 907133.0219403661 0, 241260.5570794842 906958.9643820522 0)",23687,479.7415828638526,0.29809759930993784
9278428,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),6383,5047,1,Revere,251005001629,"LINESTRING Z (241691.4068181771 907352.4986927623 0, 241770.2999937717 907347.3959391952 0)",23772,242.3738172833878,0.15060410781249242
9278429,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),6383,5047,2,Revere,251005001629,"LINESTRING Z (241691.4068181771 907352.4986927623 0, 241770.2999937717 907347.3959391952 0)",23773,242.3738172833878,0.15060410781249242
9278613,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8712,6383,1,Revere,251005001629,"LINESTRING Z (242129.5140588543 907681.7235777153 0, 242112.6618359303 907714.3695887777 0)",23957,635.5650303348933,0.39492180064355
9278911,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8687,6383,1,Revere,251005001629,"LINESTRING Z (242201.6071794869 907725.4645820578 0, 242224.167279482 907766.1545820506 0, 242282.711455345 907879.2736453187 0)",24255,708.6696893316553,0.4403469297624717
9278947,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8687,6383,1,Revere,251005001629,"LINESTRING Z (242415.1371794865 908257.5946820576 0, 242384.2772794846 908185.9646820589 0, 242295.6471794827 908026.1546820535 0, 242112.6618359303 907714.3695887777 0)",24291,657.671477187721,0.4086581098806228
9278948,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),8687,6383,3,Revere,251005001629,"LINESTRING Z (242415.1371794865 908257.5946820576 0, 242384.2772794846 908185.9646820589 0, 242295.6471794827 908026.1546820535 0, 242112.6618359303 907714.3695887777 0)",24292,657.671477187721,0.4086581098806228
9286653,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),0,0,1,Revere,251005001629,"LINESTRING Z (241884.9219396606 907491.1783409095 0, 241876.0379851098 907448.6520321581 0)",31997,334.99972216673547,0.20815917676192003
9286654,256,Wonderland,BLUE,MBTA_NODES,42.41343348615965,-70.99166451390964,POINT (241840.8215000036 907115.5084999853),0,0,1,Revere,251005001629,"LINESTRING Z (241884.9219396606 907491.1783409095 0, 241876.0379851098 907448.6520321581 0)",31998,334.99972216673547,0.20815917676192003
9310333,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000020,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19526,670.5915756115305,0.41668628684204895
9310334,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000435,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19527,670.5915756115305,0.41668628684204895
9310335,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000441,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19528,670.5915756115305,0.41668628684204895
9310336,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000442,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19529,670.5915756115305,0.41668628684204895
9310337,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000443,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19530,670.5915756115305,0.41668628684204895
9310338,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000444,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19531,670.5915756115305,0.41668628684204895
9310339,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000446,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19532,670.5915756115305,0.41668628684204895
9310340,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327000447,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19533,670.5915756115305,0.41668628684204895
9310341,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327001518,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19534,670.5915756115305,0.41668628684204895
9310342,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7894,7049,3,Cambridge,250327001621,"LINESTRING Z (229745.75167179 904518.9956051309 0, 229684.1665211544 904479.3342181701 0, 229648.1165912526 904440.9666320605 0, 229605.753479485 904382.5119820543 0, 229553.961679488 904293.1229820544 0, 229530.3091294874 904237.4206820552 0, 229516.4363405992 904192.7230264988 0)",19535,670.5915756115305,0.41668628684204895
9310530,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000020,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19723,708.8779840710761,0.44047635811304237
9310531,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000435,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19724,708.8779840710761,0.44047635811304237
9310532,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000441,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19725,708.8779840710761,0.44047635811304237
9310533,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000442,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19726,708.8779840710761,0.44047635811304237
9310534,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000443,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19727,708.8779840710761,0.44047635811304237
9310535,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000444,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19728,708.8779840710761,0.44047635811304237
9310536,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000446,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19729,708.8779840710761,0.44047635811304237
9310537,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327000447,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19730,708.8779840710761,0.44047635811304237
9310538,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327001518,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19731,708.8779840710761,0.44047635811304237
9310539,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,6678,3,Cambridge,250327001621,"LINESTRING Z (229987.1352294845 904581.4507820556 0, 229943.3988194829 904603.2643820524 0)",19732,708.8779840710761,0.44047635811304237
9310603,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000020,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19796,604.5149041512524,0.37562814671770134
9310604,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000435,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19797,604.5149041512524,0.37562814671770134
9310605,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000441,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19798,604.5149041512524,0.37562814671770134
9310606,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000442,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19799,604.5149041512524,0.37562814671770134
9310607,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000443,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19800,604.5149041512524,0.37562814671770134
9310608,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000444,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19801,604.5149041512524,0.37562814671770134
9310609,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000446,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19802,604.5149041512524,0.37562814671770134
9310610,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327000447,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19803,604.5149041512524,0.37562814671770134
9310611,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327001518,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19804,604.5149041512524,0.37562814671770134
9310612,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7913,7049,3,Cambridge,250327001621,"LINESTRING Z (229821.080787174 904638.5226974371 0, 229943.3988194829 904603.2643820524 0)",19805,604.5149041512524,0.37562814671770134
9310765,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000020,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19958,455.7058563297238,0.28316249125713566
9310766,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000435,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19959,455.7058563297238,0.28316249125713566
9310767,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000441,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19960,455.7058563297238,0.28316249125713566
9310768,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000442,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19961,455.7058563297238,0.28316249125713566
9310769,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000443,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19962,455.7058563297238,0.28316249125713566
9310770,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000444,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19963,455.7058563297238,0.28316249125713566
9310771,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000446,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19964,455.7058563297238,0.28316249125713566
9310772,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327000447,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19965,455.7058563297238,0.28316249125713566
9310773,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327001518,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19966,455.7058563297238,0.28316249125713566
9310774,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7049,3494,3,Cambridge,250327001621,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229594.0927495794 904656.2091383446 0)",19967,455.7058563297238,0.28316249125713566
9310775,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000020,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19968,455.7058563297238,0.28316249125713566
9310776,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000435,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19969,455.7058563297238,0.28316249125713566
9310777,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000441,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19970,455.7058563297238,0.28316249125713566
9310778,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000442,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19971,455.7058563297238,0.28316249125713566
9310779,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000443,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19972,455.7058563297238,0.28316249125713566
9310780,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000444,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19973,455.7058563297238,0.28316249125713566
9310781,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000446,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19974,455.7058563297238,0.28316249125713566
9310782,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327000447,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19975,455.7058563297238,0.28316249125713566
9310783,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327001518,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19976,455.7058563297238,0.28316249125713566
9310784,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),8646,7049,3,Cambridge,250327001621,"LINESTRING Z (229621.0863283348 904700.1963102798 0, 229667.9708366303 904672.7674963383 0, 229708.8524419902 904656.3145445534 0, 229821.080787174 904638.5226974371 0)",19977,455.7058563297238,0.28316249125713566
9310949,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7050,6878,3,Cambridge,250327000020,"LINESTRING Z (229293.0769403525 904728.9913690124 0, 229309.8285794876 904649.1728820559 0, 229313.6304128219 904545.8149153945 0, 229305.3470937727 904508.4611820498 0, 229295.0670294882 904456.6835820614 0, 229220.8881509118 904453.3274963381 0, 229220.4151794883 904387.7909820502 0, 229223.9422652032 904336.8405392014 0)",20142,437.3906368829734,0.27178194151342
9310950,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7050,6878,3,Cambridge,250327000435,"LINESTRING Z (229293.0769403525 904728.9913690124 0, 229309.8285794876 904649.1728820559 0, 229313.6304128219 904545.8149153945 0, 229305.3470937727 904508.4611820498 0, 229295.0670294882 904456.6835820614 0, 229220.8881509118 904453.3274963381 0, 229220.4151794883 904387.7909820502 0, 229223.9422652032 904336.8405392014 0)",20143,437.3906368829734,0.27178194151342
9310951,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7050,6878,3,Cambridge,250327000441,"LINESTRING Z (229293.0769403525 904728.9913690124 0, 229309.8285794876 904649.1728820559 0, 229313.6304128219 904545.8149153945 0, 229305.3470937727 904508.4611820498 0, 229295.0670294882 904456.6835820614 0, 229220.8881509118 904453.3274963381 0, 229220.4151794883 904387.7909820502 0, 229223.9422652032 904336.8405392014 0)",20144,437.3906368829734,0.27178194151342
9310952,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7050,6878,3,Cambridge,250327000442,"LINESTRING Z (229293.0769403525 904728.9913690124 0, 229309.8285794876 904649.1728820559 0, 229313.6304128219 904545.8149153945 0, 229305.3470937727 904508.4611820498 0, 229295.0670294882 904456.6835820614 0, 229220.8881509118 904453.3274963381 0, 229220.4151794883 904387.7909820502 0, 229223.9422652032 904336.8405392014 0)",20145,437.3906368829734,0.27178194151342
9310953,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7050,6878,3,Cambridge,250327000443,"LINESTRING Z (229293.0769403525 904728.9913690124 0, 229309.8285794876 904649.1728820559 0, 229313.6304128219 904545.8149153945 0, 229305.3470937727 904508.4611820498 0, 229295.0670294882 904456.6835820614 0, 229220.8881509118 904453.3274963381 0, 229220.4151794883 904387.7909820502 0, 229223.9422652032 904336.8405392014 0)",20146,437.3906368829734,0.27178194151342
9310954,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7050,6878,3,Cambridge,250327000444,"LINESTRING Z (229293.0769403525 904728.9913690124 0, 229309.8285794876 904649.1728820559 0, 229313.6304128219 904545.8149153945 0, 229305.3470937727 904508.4611820498 0, 229295.0670294882 904456.6835820614 0, 229220.8881509118 904453.3274963381 0, 229220.4151794883 904387.7909820502 0, 229223.9422652032 904336.8405392014 0)",20147,437.3906368829734,0.27178194151342
9310955,257,Alewife,RED,MBTA_NODES,42.39612102791664,-71.1420773119539,POINT (229468.5820999965 905129.6264999872),7050,6878,3,Cambridge,250327000446,"LINESTRING Z (229293.0769403525 904728.9913690124 0, 229309.8285794876 904649.1728820559 0, 229313.6304128219 904545.8149153945 0, 229305.3470937727 904508.4611820498 0, 229295.0670294882 904456.6835820614 0, 229220.8881509118 904453.3274963381 0, 229220.4151794883 904387.7909820502 0, 229223.9422652032 904336.8405392014 0)",20148,437.3906368829734,0.27178194151342
