station_id,station_name,line,layer,station_lat,station_lon,geometry,length_m,error
134,WAKEFIELD,COMMUTER RAIL,TRAIN_NODES,42.50238131927824,-71.07576890423509,POINT (-71.07576890423509 42.50238131927824),18823.0,
135,READING,COMMUTER RAIL,TRAIN_NODES,42.523253079905295,-71.11067081252943,POINT (-71.11067081252943 42.5232530799053),21685.0,
137,NORTH SCITUATE,COMMUTER RAIL,TRAIN_NODES,42.218770564545935,-70.78545281685228,POINT (-70.78545281685228 42.21877056454593),37782.0,
138,NANTASKET JUNCTION,COMMUTER RAIL,TRAIN_NODES,42.244943480096886,-70.86793745330111,POINT (-70.86793745330111 42.24494348009689),29416.0,
156,WINCHESTER CENTER,COMMUTER RAIL,TRAIN_NODES,42.452247672832414,-71.13731184444377,POINT (-71.13731184444377 42.45224767283241),14744.0,
157,WEST MEDFORD,COMMUTER RAIL,TRAIN_NODES,42.42180769584373,-71.13335409103436,POINT (-71.13335409103436 42.42180769584373),10553.0,
158,NORTH BILLERICA,COMMUTER RAIL,TRAIN_NODES,42.59364703317909,-71.28114955439811,POINT (-71.28114955439811 42.59364703317909),36816.0,
159,WILMINGTON,COMMUTER RAIL,TRAIN_NODES,42.54809766641032,-71.17559832172465,POINT (-71.17559832172465 42.54809766641031),26744.0,
163,FRANKLIN/DEAN COLLEGE,COMMUTER RAIL,TRAIN_NODES,42.08266593217523,-71.3969428673494,POINT (-71.3969428673494 42.08266593217523),44621.0,
164,NORFOLK,COMMUTER RAIL,TRAIN_NODES,42.12053846543391,-71.32538162697047,POINT (-71.32538162697047 42.12053846543391),37194.0,
165,PLIMPTONVILLE,COMMUTER RAIL,TRAIN_NODES,42.15899844288381,-71.23600811365037,POINT (-71.23600811365037 42.15899844288381),29160.0,
166,WINDSOR GARDENS,COMMUTER RAIL,TRAIN_NODES,42.171060161600494,-71.22069226341466,POINT (-71.22069226341466 42.17106016160049),26698.0,
168,MORTON STREET,COMMUTER RAIL,TRAIN_NODES,42.28004918085698,-71.08629574972599,POINT (-71.08629574972599 42.28004918085698),8836.0,
169,FAIRMOUNT,COMMUTER RAIL,TRAIN_NODES,42.25424830040778,-71.11880343230364,POINT (-71.11880343230364 42.25424830040778),13043.0,
170,NEWMARKET,COMMUTER RAIL,TRAIN_NODES,42.32749979562001,-71.06564215482982,POINT (-71.06564215482982 42.32749979562001),3644.0,
171,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (-71.07719599074503 42.30478610672133),6118.0,
172,ENDICOTT,COMMUTER RAIL,TRAIN_NODES,42.23265978451417,-71.16029649208413,POINT (-71.16029649208413 42.23265978451417),17163.0,
185,NEWBURYPORT,COMMUTER RAIL,TRAIN_NODES,42.79958297032204,-70.87878300484381,POINT (-70.87878300484381 42.79958297032204),60325.0,
194,HAMILTON/WENHAM,COMMUTER RAIL,TRAIN_NODES,42.61108929007927,-70.87409514435583,POINT (-70.87409514435583 42.61108929007927),38483.0,
202,NEEDHAM HEIGHTS,COMMUTER RAIL,TRAIN_NODES,42.293184222507264,-71.23605561623971,POINT (-71.23605561623971 42.29318422250726),21900.0,
210,BRIDGEWATER,COMMUTER RAIL,TRAIN_NODES,41.98408621897094,-70.96457740295797,POINT (-70.96457740295797 41.98408621897094),44576.0,
219,SHIRLEY,COMMUTER RAIL,TRAIN_NODES,42.54512196723268,-71.6483009294854,POINT (-71.6483009294854 42.54512196723268),65239.0,
222,ISLINGTON,COMMUTER RAIL,TRAIN_NODES,42.2166955567777,-71.1876098230515,POINT (-71.1876098230515 42.2166955567777),20071.0,
223,GREENWOOD,COMMUTER RAIL,TRAIN_NODES,42.48295500030012,-71.0673404890077,POINT (-71.06734048900771 42.48295500030012),16276.0,
225,HANSON,COMMUTER RAIL,TRAIN_NODES,42.04394674263011,-70.8824199465553,POINT (-70.8824199465553 42.04394674263011),39454.0,
226,ABINGTON,COMMUTER RAIL,TRAIN_NODES,42.1067210032137,-70.93422497761584,POINT (-70.93422497761584 42.1067210032137),31400.0,
228,SHARON,COMMUTER RAIL,TRAIN_NODES,42.12480455330217,-71.1842842159819,POINT (-71.1842842159819 42.12480455330217),29212.0,
230,NORWOOD CENTRAL,COMMUTER RAIL,TRAIN_NODES,42.18878272018518,-71.19970353323912,POINT (-71.19970353323912 42.18878272018518),24040.0,
237,BEVERLY,COMMUTER RAIL,TRAIN_NODES,42.54790793622569,-70.88530473096803,POINT (-70.88530473096803 42.54790793622569),31561.0,
238,BRAINTREE,COMMUTER RAIL,TRAIN_NODES,42.20829460708952,-71.00136593990844,POINT (-71.00136593990844 42.20829460708952),19212.0,
239,ATTLEBORO,COMMUTER RAIL,TRAIN_NODES,41.94173172214709,-71.2843398337001,POINT (-71.2843398337001 41.94173172214709),51857.0,
241,COHASSET,COMMUTER RAIL,TRAIN_NODES,42.244176073296096,-70.83712741484403,POINT (-70.83712741484403 42.2441760732961),31928.0,
242,WEST HINGHAM,COMMUTER RAIL,TRAIN_NODES,42.23612725176445,-70.90264211217715,POINT (-70.90264211217715 42.23612725176445),26672.0,
252,FITCHBURG,COMMUTER RAIL,TRAIN_NODES,42.58107350893192,-71.79361194924593,POINT (-71.79361194924593 42.58107350893192),81762.0,
255,TALBOT AVENUE,COMMUTER RAIL,TRAIN_NODES,42.29246325897736,-71.0782511262178,POINT (-71.07825112621779 42.29246325897736),8889.0,
256,UPHAMS CORNER,COMMUTER RAIL,TRAIN_NODES,42.31908770123812,-71.06864081098963,POINT (-71.06864081098963 42.31908770123812),5768.0,
257,READVILLE,COMMUTER RAIL,TRAIN_NODES,42.2378836211423,-71.13323807576303,POINT (-71.13323807576303 42.2378836211423),14872.0,
258,BLUE HILL AVENUE,COMMUTER RAIL,TRAIN_NODES,42.27143625585188,-71.09581488515508,POINT (-71.09581488515508 42.27143625585188),9848.0,
261,DEDHAM CORP. CENTER,COMMUTER RAIL,TRAIN_NODES,42.22745595195094,-71.1734631441617,POINT (-71.1734631441617 42.22745595195094),18784.0,
265,ANDOVER,COMMUTER RAIL,TRAIN_NODES,42.658148028383415,-71.14454072277074,POINT (-71.14454072277074 42.65814802838342),39088.0,
269,BALLARDVALE,COMMUTER RAIL,TRAIN_NODES,42.626985291897086,-71.15986460186389,POINT (-71.15986460186389 42.62698529189709),35463.0,
275,FORGE PARK/495,COMMUTER RAIL,TRAIN_NODES,42.08984647326324,-71.43999134938366,POINT (-71.43999134938366 42.08984647326324),48831.0,
277,GLOUCESTER,COMMUTER RAIL,TRAIN_NODES,42.61670619140711,-70.66581685535273,POINT (-70.66581685535273 42.61670619140711),53082.0,
278,HAVERHILL,COMMUTER RAIL,TRAIN_NODES,42.77456026597318,-71.08646942663044,POINT (-71.08646942663044 42.77456026597318),55028.0,
282,LYNN,COMMUTER RAIL,TRAIN_NODES,42.46197533694369,-70.94732925815035,POINT (-70.94732925815035 42.46197533694369),20469.0,
286,WYOMING HILL,COMMUTER RAIL,TRAIN_NODES,42.452026980798,-71.069312788607,POINT (-71.06931278860699 42.452026980798),12421.0,
287,NATICK CENTER,COMMUTER RAIL,TRAIN_NODES,42.28563587557523,-71.347975703966,POINT (-71.347975703966 42.28563587557523),28572.0,
290,WEYMOUTH LANDING/EAST BRAINTREE,COMMUTER RAIL,TRAIN_NODES,42.22186590871483,-70.96696471125203,POINT (-70.96696471125203 42.22186590871483),21815.0,
